,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_08180,CP008776.1,1561441,1562034,-,nadD,hypothetical protein,AKK71014.1,"TrxR_M1,Rgg",Coenzyme transport and metabolism
SP5448_08185,CP008776.1,1562031,1562663,-,nadD,nicotinic acid mononucleotide adenylyltransferase,AKK71015.1,"TrxR_M1,Rgg,Irr_EE_M6",Coenzyme transport and metabolism
SP5448_08190,CP008776.1,1562732,1563040,-,yhbY,RNA-binding protein,AKK71016.1,"TrxR_M1,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_08195,CP008776.1,1563065,1564183,-,yqeH,GTPase,AKK71017.1,"Mga,Rgg",Function unknown
SP5448_08200,CP008776.1,1564183,1564767,-,yqeG,HAD family hydrolase,AKK71018.1,"Mga,Rgg",Function unknown
SP5448_08210,CP008776.1,1564873,1565388,-,SP5448_08210,transposase,AKK71019.1,,"Replication, recombination and repair"
SP5448_08215,CP008776.1,1565291,1565995,-,SP5448_08215,hypothetical protein,AKK71020.1,,"Replication, recombination and repair"
SP5448_08220,CP008776.1,1566606,1567091,-,sigH,competence protein ComX,AKK71021.1,Mga,Transcription
SP5448_08260,CP008776.1,1572875,1573948,-,glxK,glycerate kinase,AKK71022.1,Rgg,Carbohydrate transport and metabolism
SP5448_08265,CP008776.1,1574299,1577277,+,hsdR,DEAD/DEAH box helicase,AKK71023.1,"Rgg,Nra_transition_M49","Replication, recombination and repair"
SP5448_08270,CP008776.1,1577290,1578489,+,hsdS,restriction endonuclease,AKK71024.1,Mga,Defense mechanisms
SP5448_08275,CP008776.1,1578502,1580082,+,hsdM,restriction endonuclease subunit M,AKK71025.1,Irr_LE_M6,Defense mechanisms
SP5448_08280,CP008776.1,1580292,1580492,-,SP5448_08280,hypothetical protein,AKK71026.1,,Function unknown
SP5448_08285,CP008776.1,1580635,1581240,-,salR,histidine kinase,AKK71027.1,,Transcription
SP5448_08290,CP008776.1,1581221,1582783,-,salK,SalK,AKK71028.1,,Signal transduction mechanisms
SP5448_08295,CP008776.1,1582823,1584730,-,SP5448_08295,ABC transporter permease,AKK71029.1,,Defense mechanisms
SP5448_08300,CP008776.1,1584732,1585469,-,SP5448_08300,bacitracin ABC transporter ATP-binding protein,AKK71030.1,"Mga,Rgg,CovR,CovR,Irr_EE_M6",Defense mechanisms
SP5448_08305,CP008776.1,1585466,1585927,-,SP5448_08305,lantibiotic ABC transporter ATP-binding protein,AKK71031.1,"Mga,RivR_M1",Defense mechanisms
SP5448_08310,CP008776.1,1586001,1587626,-,salB,hypothetical protein,AKK71032.1,"Mga,Rgg",Defense mechanisms
SP5448_08315,CP008776.1,1587709,1587864,-,salA,lantibiotic salivaricin A,AKK71033.1,"Mga,Rgg",Function unknown
SP5448_08320,CP008776.1,1588367,1589773,-,lacG,6-phospho-beta-galactosidase,AKK71034.1,"Mga,Rgg,MalR_M1,FasX_15min_M1,CovR,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_08325,CP008776.1,1589861,1591558,-,lacE,PTS system lactose-specific transporter subunits IICB,AKK71035.1,"Mga,Rgg,CovR,CovR,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_08330,CP008776.1,1591558,1591875,-,lacF,PTS system lactose-specific transporter subunit IIA,AKK71036.1,"Mga,Rgg,Rgg,CovR,CovR,Irr_EE_M6,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_08335,CP008776.1,1591899,1592882,-,lacD,tagatose-bisphosphate aldolase,AKK71037.1,"Mga,Rgg,CovR,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_08340,CP008776.1,1592886,1593815,-,lacC,tagatose-6-phosphate kinase,AKK71038.1,"Mga,Rgg,Rgg,CovR,CovR,Nra_transition_M49",Coenzyme transport and metabolism
SP5448_08345,CP008776.1,1593863,1594378,-,rpiB,galactose-6-phosphate isomerase,AKK71039.1,"Mga,Rgg,Rgg,CovR,CovR,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_08350,CP008776.1,1594413,1594841,-,lacA,galactose-6-phosphate isomerase,AKK71040.1,"Mga,Rgg,CovR,CovR",Carbohydrate transport and metabolism
SP5448_08355,CP008776.1,1595288,1596061,+,lacR,DeoR faimly transcriptional regulator,AKK71041.1,CcpA,Transcription
SP5448_08360,CP008776.1,1596722,1597009,+,SP5448_08360,XRE family transcriptional regulator,AKK71042.1,"Rgg,Nra_transition_M49",Function unknown
SP5448_08365,CP008776.1,1596999,1597334,+,XK27_10540,addiction module toxin RelE,AKK71043.1,"TrxR_M1,Rgg,Rgg","Cell cycle control, cell division, chromosome partitioning"
SP5448_08375,CP008776.1,1597756,1597956,+,SP5448_08375,integrase,AKK71044.1,,"Replication, recombination and repair"
SP5448_08385,CP008776.1,1598559,1598951,-,rpsI,30S ribosomal protein S9,AKK71045.1,"L13_leader,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_08390,CP008776.1,1598972,1599418,-,rplM,50S ribosomal protein L13,AKK71046.1,"L13_leader,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_08395,CP008776.1,1599636,1599842,-,SP5448_08395,Cro/Cl family transcriptional regulator,AKK71047.1,"Irr_EE_M6,Irr_LE_M6",Transcription
SP5448_08400,CP008776.1,1599839,1600345,-,SP5448_08400,hypothetical protein,AKK71048.1,"Mga,Rgg,Nra_transition_M49",Function unknown
SP5448_08405,CP008776.1,1600481,1601341,-,degV,hypothetical protein,AKK71049.1,Irr_LE_M6,Function unknown
SP5448_08410,CP008776.1,1601438,1601956,-,yacP,DNA-binding protein,AKK71050.1,,Function unknown
SP5448_08415,CP008776.1,1601960,1602706,-,trmH,rRNA methyltransferase,AKK71051.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08420,CP008776.1,1602753,1603550,-,SP5448_08420,hypothetical protein,AKK71052.1,Irr_LE_M6,Function unknown
SP5448_08425,CP008776.1,1603746,1604159,-,mrnC,Mini-ribonuclease 3,AKK71053.1,"Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_08430,CP008776.1,1604152,1605495,-,cysS,cysteinyl-tRNA synthetase,AKK71054.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08435,CP008776.1,1605523,1605753,-,SP5448_08435,hypothetical protein,AKK71055.1,,Function unknown
SP5448_08440,CP008776.1,1606232,1606813,-,cysE,serine acetyltransferase,AKK71056.1,,Amino acid transport and metabolism
SP5448_08445,CP008776.1,1606822,1607574,-,SP5448_08445,hypothetical protein,AKK71057.1,Irr_LE_M6,Function unknown
SP5448_08450,CP008776.1,1607567,1609699,-,pnp,polynucleotide phosphorylase,AKK71058.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08455,CP008776.1,1609980,1610711,-,tal,transaldolase,AKK71059.1,"SgaR2,CcpA_core_M1,CovR,Rgg",Coenzyme transport and metabolism
SP5448_08465,CP008776.1,1610864,1612099,-,ulaA,PTS beta-glucoside transporter subunit IIBC,AKK71060.1,"SgaR2,CcpA_core_M1,CovR,Rgg,RivR_M1,MalR_M1,CovR",Function unknown
SP5448_08470,CP008776.1,1612126,1612410,-,SP5448_08470,PTS maltose transporter subunit IIBC,AKK71061.1,"SgaR2,CcpA_core_M1,CovR,Rgg,FasX_60min_M1,CovR,CovR",Carbohydrate transport and metabolism
SP5448_08475,CP008776.1,1612403,1614463,-,SP5448_08475,PTS fructose transporter subunit IIA,AKK71062.1,"SgaR2,CcpA_core_M1,CovR,Rgg",Function unknown
SP5448_08480,CP008776.1,1614815,1615084,-,rpsO,30S ribosomal protein S15,AKK71063.1,"S15,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_08490,CP008776.1,1615523,1615792,+,fnr5,transcriptional regulator,AKK71064.1,"CovR,Irr_LE_M6",Transcription
SP5448_08495,CP008776.1,1615893,1616507,+,def,peptide deformylase,AKK71065.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08500,CP008776.1,1616541,1617083,-,XK27_04590,NADPH-dependent FMN reductase,AKK71066.1,"SAG1910,Rgg",Function unknown
SP5448_08505,CP008776.1,1617214,1617642,-,badR,MarR family transcriptional regulator,AKK71067.1,,Transcription
SP5448_08510,CP008776.1,1617752,1622149,-,polC,DNA polymerase III PolC,AKK71068.1,,"Replication, recombination and repair"
SP5448_08515,CP008776.1,1622404,1624260,-,proS,prolyl-tRNA synthetase,AKK71069.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08520,CP008776.1,1624458,1625717,-,rseP,metalloprotease RseP,AKK71070.1,,Cell wall/membrane/envelope biogenesis
SP5448_08525,CP008776.1,1625790,1626584,-,cdsA,phosphatidate cytidylyltransferase,AKK71071.1,,Function unknown
SP5448_08530,CP008776.1,1626597,1627346,-,uppS,UDP pyrophosphate synthase,AKK71072.1,Rgg,Coenzyme transport and metabolism
SP5448_08535,CP008776.1,1627565,1627930,-,yajC,preprotein translocase subunit YajC,AKK71073.1,,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_08540,CP008776.1,1628046,1628393,-,SP5448_08540,bacterocin transport accessory protein,AKK71074.1,MalR_M1,Function unknown
SP5448_08545,CP008776.1,1628535,1632032,-,pulA,amylopullulanase,AKK71075.1,"MalR,CcpA,Rgg,MalR_M1",Carbohydrate transport and metabolism
SP5448_08550,CP008776.1,1632230,1633843,-,dexB,glucan 1%2C6-alpha-glucosidase,AKK71076.1,"MalR,Rgg,MalR_M1,Nra_stationary_M49",Carbohydrate transport and metabolism
SP5448_08555,CP008776.1,1633972,1635105,-,msmX,sugar ABC transporter ATP-binding protein,AKK71077.1,"CcpA_core_M1,CovR,Mga,Irr_EE_M6",Inorganic ion transport and metabolism
SP5448_08560,CP008776.1,1635403,1636251,-,lrp,PucR family transcriptional regulator,AKK71078.1,,Function unknown
SP5448_08565,CP008776.1,1636611,1637933,+,ska,kinase,AKK71079.1,"CovR,Rgg,Rgg,MtsR_M49,CodY_M49,FasX_0min_M1,FasX_15min_M1,CovR,CovR,CovR,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49",Function unknown
SP5448_08570,CP008776.1,1638031,1638474,-,dtd,tyrosyl-tRNA deacylase,AKK71080.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08575,CP008776.1,1638489,1640708,-,relA,GTP pyrophosphokinase,AKK71081.1,,Function unknown
SP5448_08580,CP008776.1,1640960,1642006,-,SP5448_08580,hypothetical protein,AKK71082.1,"CovR,Rgg,Rgg,RivR_M1,CovR,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49,VicR",Function unknown
SP5448_08585,CP008776.1,1642388,1642870,+,nrdI,ribonucleotide reductase,AKK71083.1,"Nra_transition_M49,Irr_LE_M6",Nucleotide transport and metabolism
SP5448_08590,CP008776.1,1643264,1644082,-,rgfB,exodeoxyribonuclease III,AKK71084.1,"MalR,CcpA,CovR,Rgg,MalR_M1,CovR","Replication, recombination and repair"
SP5448_08595,CP008776.1,1644165,1646351,-,ptsG,PTS system glucose/maltose-specific transporter subunit IIBCA,AKK71085.1,"MalR,CcpA,CovR,MalR_M1,CovR",Carbohydrate transport and metabolism
SP5448_08600,CP008776.1,1646709,1647458,-,rsmE,16S rRNA methyltransferase,AKK71086.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08605,CP008776.1,1647458,1648411,-,prmA,ribosomal protein L11 methyltransferase,AKK71087.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08610,CP008776.1,1648482,1648952,-,XK27_03960,hypothetical protein,AKK71088.1,,Function unknown
SP5448_08615,CP008776.1,1649152,1650909,+,pabB,aminobenzoate synthetase,AKK71089.1,"CcpA,TrxR_M1,CovR,Irr_EE_M6",Function unknown
SP5448_08620,CP008776.1,1650942,1651508,+,SP5448_08620,anthranilate synthase subunit II,AKK71090.1,"TrxR_M1,Rgg,CovR,Irr_EE_M6",Amino acid transport and metabolism
SP5448_08625,CP008776.1,1651541,1652809,+,rarA,recombinase RarA,AKK71091.1,,"Replication, recombination and repair"
SP5448_08635,CP008776.1,1653306,1653746,+,SP5448_08635,acetyltransferase,AKK71092.1,"Rgg,Rgg",Transcription
SP5448_08640,CP008776.1,1653801,1654307,+,adk,DNA topology modulation protein FlaR,AKK71093.1,"Rgg,Rgg,Nra_transition_M49",Nucleotide transport and metabolism
SP5448_08645,CP008776.1,1654556,1655257,+,SP5448_08645,exotoxin Z,AKK71094.1,"Mga,CovR",Function unknown
SP5448_08650,CP008776.1,1655541,1655807,-,thiF,hypothetical protein,AKK71095.1,"CovR,CovR",Coenzyme transport and metabolism
SP5448_08655,CP008776.1,1655986,1657614,+,appA_2,nickel ABC transporter substrate-binding protein,AKK71096.1,"AdcR,CovR,Rgg,MtsR_M49,CodY_M49,CovR",Amino acid transport and metabolism
SP5448_08660,CP008776.1,1657727,1658704,+,gsiC,ABC transporter permease,AKK71097.1,"AdcR,CovR,Mga,Rgg,CovR",Inorganic ion transport and metabolism
SP5448_08665,CP008776.1,1658701,1659522,+,dppC,peptide ABC transporter permease,AKK71098.1,"AdcR,CovR,Rgg,CovR,CovR",Inorganic ion transport and metabolism
SP5448_08670,CP008776.1,1659534,1660337,+,oppD,ATPase,AKK71099.1,"AdcR,CovR,CovR",Function unknown
SP5448_08675,CP008776.1,1660321,1660947,+,gsiA_7,nickel ABC transporter ATP-binding protein,AKK71100.1,"AdcR,CovR,CovR,Srv_M1",Function unknown
SP5448_08680,CP008776.1,1661028,1661228,-,SP5448_08680,hypothetical protein,AKK71101.1,Mga,Function unknown
SP5448_08685,CP008776.1,1661397,1663874,-,SP5448_08685,histidine triad (HIT) protein,AKK71102.1,"AdcR,CovR,Rgg,PerR_M14,Irr_EE_M6",Function unknown
SP5448_08690,CP008776.1,1663887,1664807,-,lmb,adhesion protein,AKK71103.1,"AdcR,CovR,Rgg,PerR_M14,CovR,Nra_stationary_M49",Inorganic ion transport and metabolism
SP5448_08695,CP008776.1,1664885,1664980,-,SP5448_08695,exfoliative toxin,AKK71104.1,,Function unknown
SP5448_08700,CP008776.1,1664985,1665500,-,SP5448_08700,transposase,AKK71105.1,,"Replication, recombination and repair"
SP5448_08705,CP008776.1,1665403,1666107,-,SP5448_08705,hypothetical protein,AKK71106.1,,"Replication, recombination and repair"
SP5448_08710,CP008776.1,1666358,1667407,-,SP5448_08710,cell surface protein,AKK71107.1,"Mga,Mga,Rgg,Rgg,CovR,CovR,Nra_transition_M49",Function unknown
SP5448_08715,CP008776.1,1667504,1670998,-,prtP,peptidase C5,AKK71108.1,"Mga,Mga,Rgg,Rgg,CovR,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49","Posttranslational modification, protein turnover, chaperones"
SP5448_08725,CP008776.1,1673216,1674196,-,sic1.01,lysis inhibitor protein,AKK71109.1,"TrxR_M1,Mga,Mga,Nra_stationary_M49",Function unknown
SP5448_08730,CP008776.1,1674385,1675839,-,SP5448_08730,M protein%2C serotype 24,AKK71110.1,"Mga,Mga,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49","Cell cycle control, cell division, chromosome partitioning"
SP5448_08735,CP008776.1,1676024,1677613,-,mga,M protein trans-acting positive regulator,AKK71111.1,"Mga,Mga,Rgg,Nra_exponetional_M49",Transcription
SP5448_08740,CP008776.1,1678289,1678540,-,SP5448_08740,hypothetical protein,AKK71112.1,"Rgg,Nra_transition_M49",Function unknown
SP5448_08745,CP008776.1,1678619,1680220,-,isp2,hypothetical protein,AKK71113.1,"CovR,CovR,Nra_transition_M49",Function unknown
SP5448_08750,CP008776.1,1680322,1681710,-,ihk,histidine kinase,AKK71114.1,"CovR,CovR,Nra_transition_M49",Signal transduction mechanisms
SP5448_08755,CP008776.1,1681707,1682360,-,SP5448_08755,chemotaxis protein CheY,AKK71115.1,"CovR,CovR,Nra_transition_M49",Signal transduction mechanisms
SP5448_08760,CP008776.1,1682454,1683671,-,yvrN,ABC transporter permease,AKK71116.1,"CovR,Nra_transition_M49,Nra_stationary_M49",Defense mechanisms
SP5448_08765,CP008776.1,1683684,1684358,-,macB,macrolide ABC transporter ATP-binding protein,AKK71117.1,"Mga,CovR,Nra_transition_M49,Nra_stationary_M49",Defense mechanisms
SP5448_08770,CP008776.1,1684345,1685613,-,SP5448_08770,ABC transporter ATP-binding protein,AKK71118.1,"CovR,Nra_transition_M49,Nra_stationary_M49",Cell wall/membrane/envelope biogenesis
SP5448_08775,CP008776.1,1686036,1686320,-,SP5448_08775,ABC transporter,AKK71119.1,,Function unknown
SP5448_08780,CP008776.1,1686467,1686763,-,SP5448_08780,hypothetical protein,AKK71120.1,Nra_transition_M49,Function unknown
SP5448_08785,CP008776.1,1687007,1687243,+,SP5448_08785,hypothetical protein,AKK71121.1,"CovR,TrxR_M1,Mga,CovR",Function unknown
SP5448_08790,CP008776.1,1687519,1688448,-,prsA,foldase,AKK71122.1,"Rgg,Rgg,CovR,CovR,Nra_transition_M49",Cell wall/membrane/envelope biogenesis
SP5448_08795,CP008776.1,1688928,1689233,-,speB,streptopain,AKK71123.1,"Mga,RivR_M1,Rny_M49_M49,Rny_M49",Cell wall/membrane/envelope biogenesis
SP5448_08800,CP008776.1,1689235,1690431,-,speB,peptidase C10,AKK71124.1,"CovR,Mga,Rgg,Rgg,RivR_M1,Rny_M49_M49,CovR,CovR,CovR,Nra_transition_M49,Rny_M49",Cell wall/membrane/envelope biogenesis
SP5448_08815,CP008776.1,1691371,1692213,+,Z012_04635,XRE family transcriptional regulator,AKK71125.1,"Rgg,CovR,Nra_stationary_M49",Transcription
SP5448_08820,CP008776.1,1692454,1693269,-,SP5448_08820,mitogenic factor,AKK71126.1,"CovR,Mga,Mga,Rgg,CovR,CovR,CovR,Irr_EE_M6",Function unknown
SP5448_08825,CP008776.1,1693633,1694142,+,pgpA,phosphatidylglycerophosphatase,AKK71127.1,"TrxR_M1,Irr_LE_M6",Lipid transport and metabolism
SP5448_08830,CP008776.1,1694224,1695312,-,gldA,glycerol dehydrogenase,AKK71128.1,"PflR,Rgg,Nra_transition_M49,Irr_LE_M6",Energy production and conversion
SP5448_08835,CP008776.1,1695369,1696037,-,tal,fructose-6-phosphate aldolase,AKK71129.1,"PflR,Rgg",Coenzyme transport and metabolism
SP5448_08840,CP008776.1,1696050,1698467,-,ybiW,formate acetyltransferase,AKK71130.1,"PflR,Rgg",Energy production and conversion
SP5448_08845,CP008776.1,1698677,1699981,-,celB,PTS cellobiose transporter subunit IIC,AKK71131.1,"CcpA,CcpA_core_M1,CovR",Carbohydrate transport and metabolism
SP5448_08850,CP008776.1,1699991,1700299,-,celA,cytochrome C biogenesis protein CcmE,AKK71132.1,"CcpA,CcpA_core_M1,CovR,CovR,Irr_EE_M6",Carbohydrate transport and metabolism
SP5448_08855,CP008776.1,1700327,1700647,-,celC,PTS cellobiose transporter subunit IIA,AKK71133.1,"CcpA,CcpA_core_M1,CovR,Rgg",Carbohydrate transport and metabolism
SP5448_08860,CP008776.1,1700935,1701915,-,SP5448_08860,DeoR faimly transcriptional regulator,AKK71134.1,"PflR,Rgg,CovR,Nra_transition_M49,Irr_EE_M6",Transcription
SP5448_08865,CP008776.1,1701931,1702677,-,yciT,DeoR faimly transcriptional regulator,AKK71135.1,"PflR,Nra_transition_M49,Irr_LE_M6",Transcription
SP5448_08870,CP008776.1,1702803,1703576,+,pflC,pyruvate formate lyase-activating protein,AKK71136.1,PflR,"Posttranslational modification, protein turnover, chaperones"
SP5448_08875,CP008776.1,1703611,1703811,+,SP5448_08875,hypothetical protein,AKK71137.1,,Function unknown
SP5448_08880,CP008776.1,1703813,1703989,-,secE,preprotein translocase subunit SecE,AKK71138.1,CovR,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_08885,CP008776.1,1704204,1706540,-,pbp2A,penicillin-binding protein,AKK71139.1,"TrxR_M1,CovR,CovR",Cell wall/membrane/envelope biogenesis
SP5448_08890,CP008776.1,1706579,1706959,-,SP5448_08890,endoribonuclease L-PSP,AKK71140.1,"Mga,Rgg,Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_08895,CP008776.1,1707535,1708536,+,rluA,pseudouridylate synthase,AKK71141.1,,"Translation, ribosomal structure and biogenesis"
SP5448_08900,CP008776.1,1708625,1710265,-,SP5448_08900,hypothetical protein,AKK71142.1,"CovR,CovR",Function unknown
SP5448_08905,CP008776.1,1710512,1712008,+,SP5448_08905,dipeptidase,AKK71143.1,"CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,Nra_transition_M49",Cell wall/membrane/envelope biogenesis
SP5448_08910,CP008776.1,1712636,1712818,-,Z012_04635,MutR family transcriptional regulator,AKK71144.1,,Transcription
SP5448_08915,CP008776.1,1713211,1714842,-,groL,molecular chaperone GroEL,AKK71145.1,"HrcA,CtsR,Rgg,CovR,Nra_transition_M49","Posttranslational modification, protein turnover, chaperones"
SP5448_08920,CP008776.1,1714878,1715168,-,groS,molecular chaperone GroES,AKK71146.1,"HrcA,CtsR,Mga,Rgg,Nra_transition_M49,Irr_EE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_08925,CP008776.1,1715346,1717790,-,clpC,Clp protease ClpX,AKK71147.1,"CtsR,CovR,CovR","Posttranslational modification, protein turnover, chaperones"
SP5448_08930,CP008776.1,1717790,1718251,-,ctsR,CtsR family transcriptional regulator,AKK71148.1,"CtsR,CovR",Transcription
SP5448_08935,CP008776.1,1718447,1718650,-,cspD,cold-shock protein,AKK71149.1,"CovR,Nra_transition_M49",Transcription
SP5448_08945,CP008776.1,1719646,1720206,+,ahpC,alkyl hydroperoxide reductase,AKK71150.1,"Rex,PerR,CcpA_core_M1,Mga,Srv_M1","Posttranslational modification, protein turnover, chaperones"
SP5448_08950,CP008776.1,1720227,1721759,+,ahpF,NADH dehydrogenase,AKK71151.1,"Rex,PerR,CcpA_core_M1","Posttranslational modification, protein turnover, chaperones"
SP5448_08955,CP008776.1,1721817,1723082,-,hutI,imidazolonepropionase,AKK71152.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR","Secondary metabolites biosynthesis, transport and catabolism"
SP5448_08960,CP008776.1,1723374,1725404,+,hutU,urocanate hydratase,AKK71153.1,"CcpA_core_M1,CovR,Rgg,Rgg,Nra_transition_M49,Srv_M1,Irr_EE_M6",Amino acid transport and metabolism
SP5448_08965,CP008776.1,1725493,1726392,+,ftcD,glutamate formiminotransferase,AKK71154.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,Irr_EE_M6",Amino acid transport and metabolism
