,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
PSPTO_4746,PSPTO_4746,5378945,5381041,+,integrase,"Replication, recombination and repair",A0A0N8T748,
PSPTO_4747,PSPTO_4747,5381038,5381676,+,hypothetical protein,No COG annotation,Q87W31,
PSPTO_4748,PSPTO_4748,5381679,5383103,+,site-specific integrase,"Replication, recombination and repair",Q87W30,
PSPTO_RS24555,PSPTO_RS24555,5383175,5384251,-,ATP-dependent helicase HrpB,"Replication, recombination and repair",,
PSPTO_RS24560,PSPTO_RS24560,5384253,5384651,-,hypothetical protein,No COG annotation,,
PSPTO_4751,PSPTO_4751,5384766,5388071,-,UvrD-helicase domain-containing protein,"Replication, recombination and repair",A0A0Q0I4A2,
PSPTO_4752,PSPTO_4752,5388074,5388862,-,hypothetical protein,No COG annotation,UPI000621CFCB,
PSPTO_4753,PSPTO_4753,5389241,5390275,+,TauD/TfdA family dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0006223948,
PSPTO_4754,PSPTO_4754,5391079,5391924,-,hypothetical protein,No COG annotation,A0A3M2TMM7,
PSPTO_4755,PSPTO_4755,5392110,5392484,+,DNA binding protein,No COG annotation,A0A0Q0C0L1,
PSPTO_RS24590,PSPTO_RS24590,5392798,5393034,-,hypothetical protein,No COG annotation,A0A3M2TKX3,
PSPTO_RS24595,PSPTO_RS24595,5393327,5393956,-,HAD family hydrolase,Function unknown,A0A0Q0BPG7,
PSPTO_RS24600,PSPTO_RS24600,5393998,5394318,-,hypothetical protein,No COG annotation,A0A3M2TKP3,
PSPTO_RS24605,PSPTO_RS24605,5394335,5394832,-,hypothetical protein,No COG annotation,A0A3M2TL40,
PSPTO_RS24610,PSPTO_RS24610,5394920,5395228,-,hypothetical protein,No COG annotation,A0A0Q0D4X2,
PSPTO_4759,PSPTO_4759,5395243,5395992,-,metallophosphoesterase family protein,Function unknown,A0A3M2TKN4,
PSPTO_4760,PSPTO_4760,5396264,5396704,+,helix-turn-helix transcriptional regulator,Transcription,A0A0Q0BMG0,
PSPTO_4761,PSPTO_4761,5397061,5399070,+,hypothetical protein,Function unknown,UPI0002F85C98,
PSPTO_4762,PSPTO_4762,5399103,5399777,+,VWA domain-containing protein,Function unknown,A0A0Q0DLP3,
PSPTO_4763,PSPTO_4763,5399781,5400563,+,protein phosphatase 2C domain-containing protein,Signal transduction mechanisms,A0A0Q0DEC6,
PSPTO_RS24640,PSPTO_RS24640,5401252,5402076,+,hypothetical protein,No COG annotation,UPI000621BF2E,
PSPTO_4764,PSPTO_4764,5402565,5404118,-,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_4765,tnpB,5404136,5404492,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_4766,PSPTO_4766,5404538,5404846,-,hypothetical protein,No COG annotation,Q87W15,
PSPTO_RS24660,PSPTO_RS24660,5404836,5405456,-,hypothetical protein,Function unknown,UPI00062278E6,
PSPTO_4767,PSPTO_4767,5405456,5406439,-,pentapeptide repeat-containing protein,Function unknown,A0A0Q0HPH9,
PSPTO_4768,PSPTO_4768,5406651,5407460,-,AAA family ATPase,"Replication, recombination and repair",A0A099SW04,
PSPTO_4769,PSPTO_4769,5407457,5408479,-,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7,
PSPTO_RS24680,PSPTO_RS24680,5409237,5409677,+,DUF4145 domain-containing protein,Energy production and conversion,UPI0006219863,
PSPTO_4770,PSPTO_4770,5409688,5410536,-,DUF2726 domain-containing protein,Function unknown,A0A0Q0BYR9,
PSPTO_4771,PSPTO_4771,5410735,5411769,+,hypothetical protein,No COG annotation,UPI0003186495,
PSPTO_4772,PSPTO_4772,5412009,5413049,+,DUF4062 domain-containing protein,Transcription,A0A0Q0I2J8,AlgU
PSPTO_4773,PSPTO_4773,5413440,5413844,-,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0Q0BNC0,
PSPTO_4774,PSPTO_4774,5413895,5415073,-,MFS transporter,Amino acid transport and metabolism,A0A0N8T6X6,
PSPTO_4775,PSPTO_4775,5415268,5416608,+,PLP-dependent aminotransferase family protein,Transcription,A0A2S3VCB0,
PSPTO_4776,hopI1,5416707,5418173,-,DnaJ domain-containing protein,"Post-translational modification, protein turnover,and chaperones",F3ICX9,
PSPTO_4777,PSPTO_4777,5418553,5419176,-,glutathione S-transferase,Coenzyme transport and metabolism,A0A0Q0D2V9,
PSPTO_4778,PSPTO_4778,5419226,5419609,-,RidA family protein,"Translation, ribosomal structure and biogenesis",A0A0Q0CQQ2,
PSPTO_4779,PSPTO_4779,5419798,5420472,+,tRNA (adenine(22)-N(1))-methyltransferase TrmK,Function unknown,UPI0003002140,
PSPTO_4780,PSPTO_4780,5420592,5421131,+,thioredoxin domain-containing protein,"Post-translational modification, protein turnover,and chaperones",A0A0Q0BL46,
PSPTO_4781,PSPTO_4781,5421139,5422110,-,alpha/beta hydrolase,Lipid transport and metabolism,UPI00031C52BE,
PSPTO_4782,gal,5422185,5423111,-,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0Q0D2W8,
PSPTO_5631,PSPTO_5631,5423493,5424341,+,hypothetical protein,No COG annotation,A0A099SXK2,
PSPTO_4784,PSPTO_4784,5424383,5425483,+,GGDEF domain-containing protein,Signal transduction mechanisms,A0A0N8T6X5,
PSPTO_4786,PSPTO_4786,5425668,5426981,+,PAS domain-containing protein,Cell motility,A0A2K4TCG0,
PSPTO_4787,PSPTO_4787,5427008,5427757,+,two-component sensor histidine kinase,Signal transduction mechanisms,A0A0Q0DC87,
PSPTO_4788,kptA,5427872,5428435,+,RNA 2'-phosphotransferase,"Translation, ribosomal structure and biogenesis",A0A0Q0BL39,
PSPTO_4789,PSPTO_4789,5428800,5429219,+,hypothetical protein,Function unknown,A0A099SXK5,
PSPTO_4790,PSPTO_4790,5429235,5430128,+,cation diffusion facilitator family transporter,Inorganic ion transport and metabolism,A0A099SWP7,
PSPTO_RS24785,PSPTO_RS24785,5430135,5430851,-,hypothetical protein,No COG annotation,UPI0001E279FD,
PSPTO_RS24790,PSPTO_RS24790,5430795,5431379,+,hypothetical protein,No COG annotation,UPI0002092047,
PSPTO_4792,PSPTO_4792,5431547,5432971,-,IS1182-like element ISPsy6 family transposase,"Replication, recombination and repair",A0A0P9UBL2,
PSPTO_4793,PSPTO_4793,5433349,5433828,+,Lrp/AsnC family transcriptional regulator,Transcription,A0A099SZI6,
PSPTO_4794,rluE,5433842,5434378,-,pseudouridine synthase,"Translation, ribosomal structure and biogenesis",UPI00137912B4,
PSPTO_4795,amn,5434554,5436017,-,AMP nucleosidase,Nucleotide transport and metabolism,A0A0K8M6C2,
PSPTO_4796,PSPTO_4796,5436176,5438182,-,hybrid sensor histidine kinase/response regulator,Signal transduction mechanisms,A0A0Q0BIK7,
PSPTO_4798,PSPTO_4798,5438617,5439414,+,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,Q87VY7,
PSPTO_4799,thiE,5439438,5440055,+,thiamine phosphate synthase,Coenzyme transport and metabolism,A0A0N8SUK3,
PSPTO_4800,hemL,5440261,5441544,+,glutamate-1-semialdehyde 2%2C1-aminomutase,Coenzyme transport and metabolism,A0A0N0FQE7,
PSPTO_4802,PSPTO_4802,5441840,5442388,+,sel1 repeat family protein,Function unknown,A0A099SZT6,
PSPTO_4803,PSPTO_4803,5442431,5442757,-,DUF1820 family protein,Function unknown,A0A099SXL5,
PSPTO_4804,miaB,5442888,5444216,+,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"Translation, ribosomal structure and biogenesis",A0A0K8M7M6,
PSPTO_4805,PSPTO_4805,5444394,5445416,+,PhoH family protein,Signal transduction mechanisms,A0A099SZJ7,
PSPTO_4806,ybeY,5445409,5445909,+,rRNA maturation RNase YbeY,"Translation, ribosomal structure and biogenesis",A0A0N0G1V9,
PSPTO_4807,PSPTO_4807,5445915,5446757,+,HlyC/CorC family transporter,Inorganic ion transport and metabolism,A0A099SZT8,
PSPTO_4808,lnt,5446799,5448319,+,apolipoprotein N-acyltransferase,Cell wall/membrane/envelope biogenesis,A0A0N0G1W4,
PSPTO_4809,PSPTO_4809,5448371,5449141,-,YdcF family protein,Function unknown,A0A0N0G1W1,
PSPTO_4810,PSPTO_4810,5449212,5449562,-,hypothetical protein,No COG annotation,A0A0N0WW61,
PSPTO_4812,leuS,5449874,5452480,+,leucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0P9M2V4,
PSPTO_4813,PSPTO_4813,5452570,5453175,+,lipoprotein,Cell wall/membrane/envelope biogenesis,A0A099SZU5,
PSPTO_4814,holA,5453217,5454254,+,DNA polymerase III subunit delta,"Replication, recombination and repair",A0A0N1JHT6,
PSPTO_4815,PSPTO_4815,5454259,5454465,+,hypothetical protein,No COG annotation,A0A0N8RCJ3,
PSPTO_4816,arfA,5454631,5454786,+,ribosome alternative rescue factor ArfA,Function unknown,A0A099SZK8,
PSPTO_4817,PSPTO_4817,5454870,5456207,+,lytic murein transglycosylase,Cell wall/membrane/envelope biogenesis,A0A2V4PLI4,
PSPTO_4818,lipA,5456472,5457479,-,lipoyl synthase,Coenzyme transport and metabolism,A0A099SZV0,
PSPTO_4819,lipB,5457472,5458128,-,lipoyl(octanoyl) transferase LipB,Coenzyme transport and metabolism,A0A099SXN2,
PSPTO_4820,PSPTO_4820,5458128,5458403,-,DUF493 domain-containing protein,Function unknown,A0A0N0FQE8,
PSPTO_4821,PSPTO_4821,5458494,5459654,-,D-alanyl-D-alanine carboxypeptidase,Cell wall/membrane/envelope biogenesis,A0A099SZL4,
PSPTO_RS24930,PSPTO_RS24930,5459674,5459892,+,hypothetical protein,No COG annotation,,
PSPTO_4822,PSPTO_4822,5459896,5460924,-,septal ring lytic transglycosylase RlpA family protein,Cell wall/membrane/envelope biogenesis,A0A099SWV9,
PSPTO_4823,mltB,5460924,5461931,-,lytic murein transglycosylase B,Cell wall/membrane/envelope biogenesis,A0A0N0WW67,
PSPTO_4824,rodA,5461949,5463052,-,rod shape-determining protein RodA,Cell wall/membrane/envelope biogenesis,UPI000187384C,
PSPTO_4825,mrdA,5463084,5464979,-,penicillin-binding protein 2,Cell wall/membrane/envelope biogenesis,A0A0Q0CY24,
PSPTO_4826,rlmH,5465009,5465476,-,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,"Translation, ribosomal structure and biogenesis",A0A099SZM0,
PSPTO_4827,rsfS,5465486,5465872,-,ribosome silencing factor,"Translation, ribosomal structure and biogenesis",A0A099SWW5,
PSPTO_4828,nadD,5465933,5466592,-,nicotinate-nucleotide adenylyltransferase,Coenzyme transport and metabolism,UPI0013723860,
PSPTO_4829,proA,5466615,5467880,-,glutamate-5-semialdehyde dehydrogenase,Amino acid transport and metabolism,A0A0Q0D4S4,
PSPTO_4830,PSPTO_4830,5468163,5468834,+,DNA-3-methyladenine glycosylase,"Replication, recombination and repair",A0A099SWT7,
PSPTO_4831,PSPTO_4831,5468838,5470154,+,bifunctional DedA family/phosphatase PAP2 family protein,Lipid transport and metabolism,A0A099SZM4,
PSPTO_4832,PSPTO_4832,5470302,5472320,+,membrane protein,Function unknown,Q87VV3,
PSPTO_4833,PSPTO_4833,5472317,5475085,-,PAS domain-containing protein,Signal transduction mechanisms,UPI0002DCB5DD,
PSPTO_4834,PSPTO_4834,5475075,5475530,-,pilus assembly protein,"Intracellular trafficking, secretion, and vesicular transport",A0A099SXQ1,
PSPTO_4835,PSPTO_4835,5475606,5476076,+,prepilin peptidase,"Post-translational modification, protein turnover,and chaperones",A0A2K4VNL5,
PSPTO_4836,PSPTO_4836,5476234,5477016,+,response regulator transcription factor,Transcription,A0A099SZM9,
PSPTO_4837,PSPTO_4837,5477023,5478678,-,PleD family two-component system response regulator,Signal transduction mechanisms,A0A0Q0CXZ4,
PSPTO_4839,PSPTO_4839,5479006,5480085,+,DUF2333 family protein,Function unknown,A0A0N0G1X7,
PSPTO_4840,PSPTO_4840,5480085,5480627,+,NUDIX hydrolase,Lipid transport and metabolism,A0A099SXQ6,
PSPTO_4841,PSPTO_4841,5480837,5481208,+,translation initiation factor Sui1,"Translation, ribosomal structure and biogenesis",A0A0N8T623,
PSPTO_4842,speA,5481297,5483210,+,arginine decarboxylase,Amino acid transport and metabolism,A0A099SZN5,
PSPTO_4843,PSPTO_4843,5483485,5484387,+,alpha/beta hydrolase,Lipid transport and metabolism,A0A2V4P5F9,AlgU
PSPTO_4844,dinF,5484381,5485721,-,MATE family efflux transporter,Defense mechanisms,A0A099SZX7,
PSPTO_4845,PSPTO_4845,5485965,5490914,+,alpha-2-macroglobulin family protein,Function unknown,Q87VU0,
PSPTO_4846,PSPTO_4846,5491161,5491454,-,hypothetical protein,Function unknown,A0A099SWV3,
PSPTO_4847,pbpC,5491550,5493898,+,peptidoglycan glycosyltransferase PbpC,Cell wall/membrane/envelope biogenesis,A0A0Q0HU74,
PSPTO_4848,PSPTO_4848,5494003,5494410,-,response regulator,Signal transduction mechanisms,A0A0N0G1Y8,
PSPTO_4849,PSPTO_4849,5494451,5494657,-,Flp family type IVb pilin,Function unknown,A0A099SZY3,
PSPTO_4850,cpaB,5494865,5495938,+,Flp pilus assembly protein CpaB,"Intracellular trafficking, secretion, and vesicular transport",A0A3M5YC47,
PSPTO_4851,PSPTO_4851,5495959,5497218,+,type II and III secretion system protein family protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0P9L7B0,
PSPTO_4852,PSPTO_4852,5497215,5498405,+,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A099SZP6,
PSPTO_4853,PSPTO_4853,5498405,5499661,+,CpaF family protein,"Intracellular trafficking, secretion, and vesicular transport",A0A099SWZ0,
PSPTO_4854,PSPTO_4854,5499680,5500567,+,type II secretion system F family protein,"Intracellular trafficking, secretion, and vesicular transport",A0A099SZY9,
PSPTO_4855,PSPTO_4855,5500569,5501453,+,type II secretion system F family protein,Cell motility,A0A099SXS2,
PSPTO_4856,PSPTO_4856,5501495,5502247,+,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0Q0CKW0,
PSPTO_4857,PSPTO_4857,5502244,5502516,+,DUF3613 domain-containing protein,Function unknown,A0A0N8QNQ7,
PSPTO_4858,dsbD,5502597,5504411,+,protein-disulfide reductase DsbD,Energy production and conversion,Q87VS7,
PSPTO_4859,aroQ,5504541,5504993,+,type II 3-dehydroquinate dehydratase,Amino acid transport and metabolism,A0A099SZZ5,
PSPTO_4860,accB,5505070,5505525,+,acetyl-CoA carboxylase biotin carboxyl carrier protein,Lipid transport and metabolism,A0A099SXS7,
PSPTO_4861,accC,5505543,5506886,+,acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,A0A0N1JHR6,
PSPTO_4862,prmA,5507022,5507900,+,50S ribosomal protein L11 methyltransferase,"Translation, ribosomal structure and biogenesis",A0A099SZQ8,
PSPTO_4863,PSPTO_4863,5507925,5509286,+,DUF3426 domain-containing protein,Function unknown,A0A0Q0D4U4,
PSPTO_4864,dusB,5509603,5510616,+,tRNA dihydrouridine synthase DusB,"Translation, ribosomal structure and biogenesis",A0A0N0G1Y2,
PSPTO_4865,fis,5510613,5510933,+,DNA-binding transcriptional regulator Fis,Transcription,A0A099SXT2,
PSPTO_4866,purH,5511016,5512620,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Nucleotide transport and metabolism,Q87VR9,
PSPTO_4867,purD,5512819,5514114,+,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,Q87VR8,
PSPTO_4868,PSPTO_4868,5514202,5516991,+,hybrid sensor histidine kinase/response regulator,Signal transduction mechanisms,A0A0N0FQM9,
PSPTO_4869,PSPTO_4869,5517061,5517657,+,MarC family protein,"Intracellular trafficking, secretion, and vesicular transport",A0A099T006,
PSPTO_4870,PSPTO_4870,5517664,5518299,-,hypothetical protein,No COG annotation,A0A0Q0CY35,
PSPTO_4871,PSPTO_4871,5518336,5518971,-,hypothetical protein,No COG annotation,Q87VR4,
PSPTO_4872,PSPTO_4872,5518964,5519662,-,hypothetical protein,No COG annotation,A0A0Q0EY87,
PSPTO_4873,PSPTO_4873,5519721,5520548,-,hypothetical protein,No COG annotation,A0A0N8QNQ9,
PSPTO_4874,cobJ,5520896,5522599,-,precorrin-3B C(17)-methyltransferase,Coenzyme transport and metabolism,A0A0P9UQH9,
PSPTO_4875,cobI,5522599,5523330,-,precorrin-2 C(20)-methyltransferase,Coenzyme transport and metabolism,A0A4V0ZM09,
PSPTO_4876,cobH,5523330,5523956,-,precorrin-8X methylmutase,Carbohydrate transport and metabolism,A0A099SXU1,
PSPTO_4877,cobG,5523953,5525383,-,precorrin-3B synthase,Energy production and conversion,A0A0Q0D4R7,
PSPTO_4878,cobL,5525424,5526626,+,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,Coenzyme transport and metabolism,A0A0N0WTE6,
PSPTO_4879,cbiD,5526626,5527738,+,cobalt-precorrin-5B (C(1))-methyltransferase,Coenzyme transport and metabolism,A0A0N0WTD6,
PSPTO_4880,PSPTO_4880,5527735,5528475,+,cobalt-precorrin-6A reductase,Coenzyme transport and metabolism,A0A0N0FQI1,
PSPTO_RS25230,PSPTO_RS25230,5528479,5528595,+,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS29980,PSPTO_RS29980,5528620,5528781,+,hypothetical protein,Transcription,UPI000209201B,
PSPTO_4881,PSPTO_4881,5528813,5529274,+,copper chaperone PCu(A)C,Function unknown,A0A0N0FZH8,
PSPTO_4882,PSPTO_4882,5529288,5529722,+,DUF2946 domain-containing protein,Function unknown,A0A0N0FZG1,
PSPTO_4883,PSPTO_4883,5529806,5531179,+,PepSY domain-containing protein,Function unknown,A0A0N0FZF6,
PSPTO_4884,PSPTO_4884,5531431,5534901,+,hypothetical protein,No COG annotation,UPI0002EBCFEB,
PSPTO_4885,urtA,5535156,5536421,+,urea ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0Q0BZD6,
PSPTO_4886,urtB,5536635,5538224,+,urea ABC transporter permease subunit UrtB,Inorganic ion transport and metabolism,A0A0N0WTC2,
PSPTO_4887,urtC,5538224,5539303,+,urea ABC transporter permease subunit UrtC,Inorganic ion transport and metabolism,Q87VP8,
PSPTO_4888,urtD,5539300,5540160,+,urea ABC transporter ATP-binding protein UrtD,Function unknown,A0A099SWZ6,
PSPTO_4889,urtE,5540278,5540976,+,urea ABC transporter ATP-binding subunit UrtE,Amino acid transport and metabolism,A0A0Q0CR90,
PSPTO_4890,ureD-2,5541025,5541870,+,urease accessory protein UreD,"Post-translational modification, protein turnover,and chaperones",A0A0N0FZF5,
PSPTO_4891,ureA,5541956,5542258,+,urease subunit gamma,Amino acid transport and metabolism,A0A099T027,
PSPTO_4892,PSPTO_4892,5542269,5542811,+,N-acetyltransferase,Cell wall/membrane/envelope biogenesis,A0A0N0FZG5,
PSPTO_4893,ttr,5542822,5543355,+,GNAT family N-acetyltransferase,Transcription,A0A0Q0CR84,
PSPTO_4894,ureB,5543352,5543660,+,urease subunit beta,Amino acid transport and metabolism,A0A0N0WUH5,
PSPTO_4895,ureC,5543886,5545586,+,urease subunit alpha,Amino acid transport and metabolism,A0A099SX31,
PSPTO_4896,PSPTO_4896,5545779,5546909,+,HAMP domain-containing histidine kinase,Signal transduction mechanisms,A0A0P9I8E5,
PSPTO_4897,cbpA,5546945,5547889,-,curved DNA-binding protein,"Post-translational modification, protein turnover,and chaperones",A0A2V4PGN7,
PSPTO_4898,yegD,5548200,5549465,+,Hsp70 family protein,"Post-translational modification, protein turnover,and chaperones",A0A099SXW6,
PSPTO_4899,PSPTO_4899,5549550,5550560,-,membrane protein,Function unknown,A0A0Q0F4U3,
PSPTO_4900,PSPTO_4900,5550749,5551039,-,phosphate starvation-inducible protein PsiF,Function unknown,A0A0N0WHN3,
PSPTO_4901,PSPTO_4901,5551193,5552074,+,DMT family transporter,Amino acid transport and metabolism,A0A0Q0D3P0,
PSPTO_4902,PSPTO_4902,5552071,5552304,-,hypothetical protein,No COG annotation,A0A0N0FZH0,
PSPTO_4903,osmE,5552577,5552915,+,osmotically-inducible lipoprotein OsmE,"Translation, ribosomal structure and biogenesis",A0A099T038,
PSPTO_RS25350,PSPTO_RS25350,5552964,5554186,-,IS3 family transposase,"Replication, recombination and repair",,
PSPTO_RS25355,PSPTO_RS25355,5554288,5554590,+,hypothetical protein,No COG annotation,A0A0P9MQ56,
PSPTO_4906,PSPTO_4906,5554594,5555133,+,bacterioferritin,Inorganic ion transport and metabolism,A0A0W0PE45,
PSPTO_4907,PSPTO_4907,5555300,5557366,-,AsmA family protein,Cell wall/membrane/envelope biogenesis,A0A0Q0BAK5,
PSPTO_4908,PSPTO_4908,5557588,5558220,+,TetR family transcriptional regulator,Transcription,A0A099SZV9,
PSPTO_4909,ureE,5558405,5558905,+,urease accessory protein UreE,"Translation, ribosomal structure and biogenesis",A0A099SX43,
PSPTO_4910,ureF-2,5558902,5559576,+,urease accessory protein UreF,"Post-translational modification, protein turnover,and chaperones",A0A099T043,
PSPTO_4911,ureG,5559597,5560214,+,urease accessory protein UreG,Nucleotide transport and metabolism,A0A099SXX8,
PSPTO_4912,PSPTO_4912,5560239,5560811,+,HupE/UreJ family protein,"Post-translational modification, protein turnover,and chaperones",Q87VM4,
PSPTO_4913,PSPTO_4913,5561015,5562229,+,AGE family epimerase/isomerase,Carbohydrate transport and metabolism,A0A0N0FX63,
