,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
STM3951,uvrD,4155554,4157716,+,DNA-dependent ATPase I and helicase II,"Replication, recombination and repair",,"lexA,rpoD"
STM3952,corA,4158188,4159138,+,MIT family Mg2+/Ni2+/Co2+ transport protein,Inorganic ion transport and metabolism,,rpoD
STM3953,yigF,4159187,4159567,-,putative inner membrane protein,Function unknown,,arcA
STM3955,rarD,4160076,4160960,-,chloramphenicol resistance,Function unknown,,
STM3956,yigI,4161004,4161489,-,putative PaaI protein,"Secondary metabolites biosynthesis, transport, and catabolism",,"arcA,nac"
STM3957,pldA,4161636,4162505,+,outer membrane phospholipase A,Cell wall/membrane/envelope biogenesis,,"arcA,nac,rpoD"
STM3958,recQ,4162571,4164418,+,ATP-dependent DNA helicase,"Replication, recombination and repair",,"lexA,rpoD"
STM3959,rhtC,4164482,4165102,+,RhtB family threonine efflux protein,"Intracellular trafficking, secretion, and vesicular transport",,
STM3960,rthB,4165142,4165762,-,homoserine/homoserine lactone efflux protein,"Intracellular trafficking, secretion, and vesicular transport",,
STM3961,pldB,4165873,4166889,+,lysophospholipase L(2),Lipid transport and metabolism,,
STM3962,yigL,4166905,4167705,+,putative hydrolase of the HAD superfamily,Function unknown,,
STM3964,metR,4168573,4169526,-,regulator for metE and metH,Transcription,,"metJ,metR,nac,oxyR"
STM3965,metE,4169775,4172039,+,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,Amino acid transport and metabolism,,"cra,metJ,metR,nac,oxyR"
STM3966,STM3966,4172383,4173726,+,putative arylsulfatase regulator,Energy production and conversion,,"gadE;rcsB,rob,rpoN"
STM3967,dlhH,4173806,4174618,-,putative dienelactone hydrolase family,"Secondary metabolites biosynthesis, transport, and catabolism",,"crp,fnr,rpoD"
STM3968,udp,4174877,4175638,+,uridine phosphorylase,Nucleotide transport and metabolism,,"crp,cytR,rpoD"
STM3969,yigN,4175778,4177208,+,putative inner membrane protein,Function unknown,,"crp,fur,ybiH"
STM3970,ubiE,4177304,4178059,+,S-adenosylmethionine,Coenzyme transport and metabolism,,
STM3971,yigP,4178069,4178674,+,putative inner membrane protein,Function unknown,,
STM3972,aarF,4178671,4180311,+,putative regulator in ubiquinone biosynthesis,Coenzyme transport and metabolism,,
STM3973,tatA,4180517,4180771,+,component of Sec-independent protein secretion pathway,"Intracellular trafficking, secretion, and vesicular transport",,rpoD
STM3974,tatB,4180775,4181323,+,component of Sec-independent protein secretion pathway,"Intracellular trafficking, secretion, and vesicular transport",,rpoD
STM3975,tatC,4181326,4182105,+,component of sec-independent protein export,"Intracellular trafficking, secretion, and vesicular transport",,rpoD
STM3976,yigW,4182147,4182929,+,putative hydrolase of PHP superfamily,"Replication, recombination and repair",,rpoD
STM3977,rfaH,4182937,4183425,-,transcriptional activator,Transcription,,
STM3978,yigC,4183611,4185089,+,putative oxidoreductase,Coenzyme transport and metabolism,,
STM3979,ubiB,4185175,4185876,+,FMN reductase,Energy production and conversion,,
STM3982,fadA,4188150,4189313,-,3-ketoacyl-CoA thiolase,Lipid transport and metabolism,,"arcA,fadR,fis,rpoD"
STM3983,fadB,4189323,4191512,-,3-hydroxyacyl-coA dehydrogenase of 4-enzyme FadB protein,Lipid transport and metabolism,,"arcA,fadR,fis,rpoD"
STM3984,pepQ,4191702,4193033,+,proline dipeptidase,Amino acid transport and metabolism,,arcA
STM3985,yigZ,4193033,4193647,+,putative cytoplasmic protein,Function unknown,,arcA
STM3986,trkH,4193686,4195137,+,Trk family potassium transport protein,Inorganic ion transport and metabolism,,"arcA,yeiE"
STM3987,hemG,4195149,4195694,+,protoporphyrin oxidase,Energy production and conversion,,arcA
STM3993,mobB,4201697,4202212,-,molybdopterin-guanine dinucleotide biosynthesis protein B,Coenzyme transport and metabolism,,
STM3994,mobA,4202209,4202793,-,putative molybdopterin-guanine dinucleotide biosynthesis protein,Coenzyme transport and metabolism,,
STM3995,yihD,4202863,4203132,+,putative cytoplasmic protein,Function unknown,,nac
STM3996,yihE,4203209,4204195,+,putative homoserine kinase type II,Nucleotide transport and metabolism,,"cpxR,nac,rpoD"
STM3997,dsbA,4204212,4204835,+,periplasmic protein disulfide isomerase I,Cell wall/membrane/envelope biogenesis,,"cpxR,nac,rpoD"
STM3998,yihG,4204848,4205756,-,putative endonuclease,Lipid transport and metabolism,,rpoS
STM3999,polA,4206144,4208930,+,DNA polymerase I,"Replication, recombination and repair",,dnaA
STM4001,yihA,4209265,4209897,-,putative GTPase involved in coordination of cell cycle,"Cell cycle control, cell division, chromosome partitioning",,
STM4003,yihI,4210480,4210995,+,putative cytoplasmic protein,Function unknown,,rpoD
STM4004,hemN,4211184,4212557,+,O2-independent coproporphyrinogen III oxidase,Coenzyme transport and metabolism,,rpoD
STM4005,glnG,4212870,4214279,-,EBP family response regulator in two-component regulatory system with GlnL,Signal transduction mechanisms,,"crp,fis,ntrC,rpoD,rpoN"
STM4006,glnL,4214288,4215337,-,sensory kinase (phosphatase) in two-component regulatory system with GlnG (nitrogen regulator II%2C NRII),Nucleotide transport and metabolism,,"crp,fis,ntrC,rpoD,rpoN"
STM4007,glnA,4215612,4217021,-,glutamine synthetase,Nucleotide transport and metabolism,,"crp,fis,ntrC,rpoD,rpoN"
STM4009,typA,4217397,4219220,+,GTP-binding elongation factor family protein,Signal transduction mechanisms,,
STM4010,STM4010,4219275,4220009,-,putative hydrolase,Function unknown,,
STM4011,STM4011,4219994,4220872,-,putative inner membrane protein,No COG annotation,,
STM4012,STM4012,4220869,4222110,-,putative coproporphyrinogen III oxidase and related FeS oxidoreductase,Coenzyme transport and metabolism,,
STM4013,STM4013,4222112,4222987,-,putative membrane-associated metal-dependent hydrolase,Inorganic ion transport and metabolism,,
STM4014,STM4014,4222980,4224005,-,putative periplasmic protein,Coenzyme transport and metabolism,,
STM4015,STM4015,4224018,4224866,-,putative cytoplasmic protein,Function unknown,,
STM4016,yshA,4225023,4225715,-,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,,
STM4017,yihO,4225783,4227204,-,putative GPH family transport protein,Carbohydrate transport and metabolism,,nac
STM4018,yihP,4227250,4228632,-,putative GPH family transport protein,Carbohydrate transport and metabolism,,nac
STM4019,yihQ,4228678,4230714,-,putative alpha-xylosidase,Carbohydrate transport and metabolism,,
STM4020,yihR,4230758,4231615,-,putative aldose-1-epimerase,Carbohydrate transport and metabolism,,
STM4021,yihS,4231619,4232860,-,putative isomerase,Carbohydrate transport and metabolism,,csqR
STM4022,yihT,4232876,4233754,-,putative aldolase,Carbohydrate transport and metabolism,,csqR
STM4023,yihU,4233777,4234673,-,putative oxidoreductase,Lipid transport and metabolism,,csqR
STM4024,yihV,4234838,4235734,+,putative sugar kinase,Coenzyme transport and metabolism,,csqR
STM4025,yihW,4235768,4236571,+,putative glycerol-3-phosphate regulon repressor,Transcription,,csqR
STM4026,yihX,4236762,4237361,+,putative enzyme,Function unknown,,
STM4027,rbn,4237355,4238227,+,tRNA processing exoribonuclease BN,Function unknown,,
STM4028,yihZ,4238224,4238661,+,D-Tyr-tRNA(Tyr) deacylase,"Translation, ribosomal structure and biogenesis",,
STM4029,yiiD,4238658,4239647,+,putative acetyltransferase,Transcription,,
STM4030,STM4030,4239662,4240108,-,putative cytoplasmic protein,Transcription,,"higA,higB;higA,rpoD"
STM4031,STM4031,4240105,4240416,-,putative cytoplasmic protein,Function unknown,,"higA,higB;higA,rpoD"
STM4032,STM4032,4240502,4241431,-,putative acetyl esterase,Lipid transport and metabolism,,
STM4033,STM4033,4241997,4242251,+,putative merR family bacterial regulatory protein,Transcription,,
STM4034,fdhE,4242298,4243227,-,putative formate dehydrogenase formation protein,"Post-translational modification, protein turnover,and chaperones",,"arcA,fur"
STM4035,fdoI,4243224,4243859,-,formate dehydrogenase%2C cytochrome B556 (FDO) subunit,Energy production and conversion,,"arcA,crp"
STM4036,fdoH,4243856,4244758,-,formate dehydrogenase-O%2C Fe-S subunit,Energy production and conversion,,"arcA,crp"
STM4038,fdhD,4248016,4248852,+,putative formate dehydrogenase formation protein,Energy production and conversion,,
STM4039,STM4039,4249120,4250151,-,putative inner membrane lipoprotein,Function unknown,,
STM4040,yiiG,4250376,4251434,+,putative cytoplasmic protein,Cell wall/membrane/envelope biogenesis,,
STM4041,STM4041,4251789,4252112,-,putative inner membrane protein,Function unknown,,
STM4042,STM4042,4252112,4252771,-,putative branched-chain amino acid permease,Amino acid transport and metabolism,,
STM4042A,STM4042A,4252854,4253420,+,hypothetical protein,Transcription,,
STM4043,yiiL,4253509,4253823,-,putative cytoplasmic protein,Carbohydrate transport and metabolism,,
STM4044,STM4044,4253820,4254968,-,putative iron-containing alcohol dehydrogenase,Energy production and conversion,,
STM4045,rhaD,4255095,4255922,-,rhamnulose-1-phosphate aldolase,Coenzyme transport and metabolism,,"crp,rhaS,rpoD,rpoN,yeiE"
STM4046,rhaA,4256065,4257324,-,L-rhamnose isomerase,Carbohydrate transport and metabolism,,"crp,rhaS,rpoD"
STM4047,rhaB,4257321,4258790,-,rhamnulokinase,Nucleotide transport and metabolism,,"crp,rhaS,rpoD"
STM4048,rhaS,4259078,4259914,+,positive regulator for rhaBAD operon,Transcription,,"crp,rhaR,rhaS,rpoD,rpoS"
STM4049,rhaR,4260067,4260915,+,positive regulator for rhaRS operon,Transcription,,"crp,rhaR,rhaS,rpoD,rpoS"
STM4050,rhaT,4260912,4261946,-,DMT Superfamily L-rhamnose:H+ symporter protein,"Intracellular trafficking, secretion, and vesicular transport",,"arcA,crp,rhaS,rpoD"
STM4051,STM4051,4262565,4263248,+,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,,
STM4052,STM4052,4263406,4264713,-,putative C4-dicarboxylate transport system,Carbohydrate transport and metabolism,,
STM4053,STM4053,4264706,4265221,-,putative C4-dicarboxylate transport system,Carbohydrate transport and metabolism,,
STM4054,STM4054,4265240,4266223,-,putative dicarboxylate-binding periplasmic protein,Carbohydrate transport and metabolism,,
STM4055,sodA,4266552,4267172,+,superoxide dismutase,Energy production and conversion,,"arcA,crp,fnr,fur,ihf,marA,oxyR,rob,rpoD,soxR,soxS"
STM4056,yiiM,4267179,4267931,+,putative cytoplasmic protein,Function unknown,,yeiE
STM4057,STM4057,4267943,4268338,+,putative inner membrane protein,Function unknown,,
STM4058,cpxA,4268389,4269762,-,sensory kinase in two-component regulatory system with CpxR,Signal transduction mechanisms,,"cpxR,rpoD,rpoS"
STM4059,cpxR,4269759,4270457,-,response reguator in two-component regulatory system with CpxA,Transcription,,"cpxR,rpoD,rpoS"
STM4060,cpxP,4270608,4271108,+,periplasmic repressor of cpx regulon by interaction with CpxA,Cell motility,,"cpxR,rpoD"
STM4061,yiiP,4271256,4272158,+,putative CDF family transport protein,Inorganic ion transport and metabolism,,
STM4062,pfkA,4272343,4273305,+,6-phosphofructokinase I,Nucleotide transport and metabolism,,"cra,nac,rpoD,rpoS"
STM4063,sbp,4273509,4274498,+,sulfate transport protein,Inorganic ion transport and metabolism,,
STM4064,ushB,4274599,4275354,+,CDP-diacylglycerol phosphotidylhydrolase,Lipid transport and metabolism,,fur
STM4065,STM4065,4275617,4276951,+,putative permease of the Na+:galactoside symporter family,Carbohydrate transport and metabolism,,
STM4066,STM4066,4276962,4277921,+,putative sugar kinase,Carbohydrate transport and metabolism,,
STM4067,STM4067,4277931,4278971,+,putative ADP-ribosylglycohydrolase,"Post-translational modification, protein turnover,and chaperones",,
STM4068,STM4068,4279034,4279756,+,putative gntR family regulatory protein,Transcription,,
STM4069,STM4069,4279854,4280018,+,putative periplasmic protein,Inorganic ion transport and metabolism,,
STM4072,ydeV,4280619,4282211,-,putative sugar kinase,Carbohydrate transport and metabolism,,"crp,lsrR,rpoD"
STM4073,ydeW,4282299,4283258,-,putative transcriptional repressor,Transcription,,"crp,lsrR,rpoD"
STM4074,ego,4283514,4285049,+,putative ABC-type sugar aldose transport system,Carbohydrate transport and metabolism,,"crp,lsrR,rpoS"
STM4075,ydeY,4285043,4286086,+,putative sugar transport protein,"Intracellular trafficking, secretion, and vesicular transport",,"crp,lsrR,rpoS"
STM4076,ydeZ,4286083,4287084,+,putative sugar transport protein,"Intracellular trafficking, secretion, and vesicular transport",,"crp,lsrR,rpoS"
STM4077,yneA,4287113,4288135,+,putative sugar transport protein,Carbohydrate transport and metabolism,,"crp,lsrR,rpoS"
STM4078,yneB,4288164,4289039,+,putative fructose-1%2C6-bisphosphate aldolase,Carbohydrate transport and metabolism,,"crp,lsrR,rpoS"
STM4079,yneC,4289083,4289412,+,putative inner membrane protein,Function unknown,,"crp,lsrR,rpoS"
STM4080,STM4080,4289422,4290186,+,putative ribulose-5-phosphate 3-epimerase,Carbohydrate transport and metabolism,,
STM4081,tpiA,4290278,4291045,-,triosephosphate isomerase,Carbohydrate transport and metabolism,,"cra,rpoD,rpoS"
STM4082,yiiQ,4291158,4291754,-,putative periplasmic protein,Function unknown,,
STM4083,yiiR,4291855,4292283,+,putative inner membrane protein,Function unknown,,
STM4084,fpr,4292390,4293136,-,ferredoxin-NADP reductase,Energy production and conversion,,"marA,rpoD,soxS"
STM4085,glpX,4293233,4294243,-,unknown function in glycerol metabolism,Carbohydrate transport and metabolism,,"crp,glpR,rpoD"
STM4086,glpK,4294355,4295863,-,glycerol kinase,Nucleotide transport and metabolism,,"crp,glpR,rpoD"
STM4087,glpF,4295884,4296729,-,glycerol diffusion MIP channel,"Intracellular trafficking, secretion, and vesicular transport",,"crp,glpR,rpoD"
STM4088,yiiU,4297128,4297367,+,putative cytoplasmic protein,No COG annotation,,fur
STM4089,menG,4297589,4298074,-,putative methyltransferase in menaquinone biosynthesis protein,Coenzyme transport and metabolism,,"rpoD,rpoS"
STM4090,menA,4298167,4299096,-,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,Coenzyme transport and metabolism,,rpoD
STM4091,hslU,4299163,4300494,-,ATPase component of the HslUV protease,Nucleotide transport and metabolism,,rpoH
STM4093,ftsN,4301126,4302100,-,essential cell division protein,"Cell cycle control, cell division, chromosome partitioning",,
STM4094,cytR,4302194,4303219,-,GalR/LacI family transcriptional repressor,Transcription,,"crp,cytR,rpoD"
STM4095,priA,4303374,4305572,-,primosomal protein N',"Replication, recombination and repair",,
STM4096,rpmE,4305776,4305988,+,50S ribosomal subunit protein L31,"Translation, ribosomal structure and biogenesis",,rpoH
STM4097,STM4097,4306034,4306696,-,putative outer membrane lipoprotein,Function unknown,,
STM4098,STM4098,4306897,4308687,-,putative arylsulfate sulfotransferase,Cell wall/membrane/envelope biogenesis,,
STM4099,metJ,4309144,4309461,-,transcriptional repressor of all met genes but metF,Transcription,,"fur,rpoD"
STM4100,metB,4309726,4310886,+,cystathionine gamma-synthase,Amino acid transport and metabolism,,"hypT,metJ,phoP,rpoD"
STM4101,metL,4310889,4313321,+,aspartokinase II,Amino acid transport and metabolism,,"hypT,metJ,phoP,rpoD"
STM4103,STM4103,4315530,4316654,-,putative cytoplasmic protein,"Replication, recombination and repair",,
STM4104,STM4104,4316790,4318346,+,putative 5'-nucleotidase,Nucleotide transport and metabolism,,
STM4105,metF,4318541,4319431,+,5%2C10-methylenetetrahydrofolate reductase,Amino acid transport and metabolism,,"metJ,rpoD"
STM4106,katG,4319596,4321776,+,catalase%3B hydroperoxidase HPI(I),Inorganic ion transport and metabolism,,"fnr,fur,oxyR,rpoD"
STM4107,yijF,4321834,4322457,-,putative periplasmic protein,Function unknown,,
STM4108,gldA,4322716,4323819,-,glycerol dehydrogenase%2C NAD,Energy production and conversion,,
STM4109,talC,4323831,4324493,-,putative transaldolase,Carbohydrate transport and metabolism,,
STM4110,ptsA,4324504,4327005,-,general PTS family enzyme I,Carbohydrate transport and metabolism,,
STM4112,frwC,4327314,4328393,+,PTS system fructose-like IIC component,Carbohydrate transport and metabolism,,
STM4113,frwB,4328408,4328728,+,PTS system fructose-like IIB component 1,Carbohydrate transport and metabolism,,
STM4114,pflD,4328827,4331124,+,putative pyruvate formate lyase II,Energy production and conversion,,
STM4115,pflC,4331090,4331968,+,putative pyruvate formate lyase activating enzyme 2,Coenzyme transport and metabolism,,yddM
STM4116,frwD,4331970,4332323,+,PTS system fructose-like IIB component 2,Carbohydrate transport and metabolism,,
STM4117,yijO,4332310,4333161,-,putative AraC/XylS family regulator,Transcription,,nac
STM4118,yijP,4333322,4335055,-,putative integral membrane protein,Function unknown,,
STM4119,ppc,4335266,4337917,-,phosphoenolpyruvate carboxylase,Coenzyme transport and metabolism,,"cra,nac"
STM4120,argE,4338286,4339437,-,acetylornithine deacetylase,Amino acid transport and metabolism,,"argR,rpoD"
STM4121,argC,4339526,4340530,+,N-acetyl-gamma-glutamylphosphate reductase,Amino acid transport and metabolism,,"argR,rpoD"
STM4122,argB,4340538,4341314,+,acetylglutamate kinase,Nucleotide transport and metabolism,,"argR,rpoD"
STM4123,argH,4341432,4342808,+,argininosuccinate lyase,Amino acid transport and metabolism,,"argR,rpoD"
STM4125,oxyR,4343093,4344010,+,regulatory protein sensor for oxidative stress,Transcription,,"crp,oxyR,rpoD,rpoS"
STM4126,udhA,4343993,4345393,-,soluble pyridine nucleotide transhydrogenase,Energy production and conversion,,arcA
STM4127,yijC,4345592,4346227,+,putative TetR/AcrR family transcriptional repressor,Transcription,,arcA
STM4128,yijD,4346243,4346602,+,putative inner membrane protein,Function unknown,,arcA
