,gene_name,accession,start,end,strand,gene_product,cog,uniprot,operon,regulator
PN96_RS21705,cyoE,NZ_CP009978.1,1489815,1490732,-,heme o synthase,"Post-translational modification, protein turnover, and chaperones",UPI00191C4286,Op1760,
PN96_RS21710,cyoD,NZ_CP009978.1,1490693,1491004,-,cytochrome o ubiquinol oxidase subunit IV,Energy production and conversion,A0A1B1EJU3,Op1760,
PN96_RS21715,cyoC,NZ_CP009978.1,1491004,1491606,-,cytochrome o ubiquinol oxidase subunit III,Energy production and conversion,A0A1B1EJV5,Op1760,
PN96_RS21720,cyoB,NZ_CP009978.1,1491596,1493632,-,cytochrome o ubiquinol oxidase subunit I,Energy production and conversion,A0A1B1EK68,Op1760,
PN96_RS21725,cyoA,NZ_CP009978.1,1493638,1494519,-,ubiquinol oxidase subunit II,Energy production and conversion,A0A3B7CXL7,Op1760,
PN96_RS21730,ivdG1,NZ_CP009978.1,1495104,1495862,-,SDR family oxidoreductase,Lipid transport and metabolism,UPI000356F961,Op1766,LiuR
PN96_RS21735,ivdF,NZ_CP009978.1,1496061,1496963,-,3-hydroxyisobutyrate dehydrogenase,Coenzyme transport and metabolism,A0A1B1EJU5,Op1769,LiuR
PN96_RS21740,ivdE1,NZ_CP009978.1,1496993,1498138,-,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,A0A1B1EJV3,Op1769,LiuR
PN96_RS21745,ivdD1,NZ_CP009978.1,1498147,1498932,-,enoyl-CoA hydratase,Lipid transport and metabolism,UPI000356F54B,Op1769,LiuR
PN96_RS21750,ivdC1,NZ_CP009978.1,1498973,1500127,-,acyl-CoA dehydrogenase family protein,Energy production and conversion,UPI000357A244,Op1769,LiuR
PN96_RS21755,ivdB1,NZ_CP009978.1,1500148,1501641,-,CoA-acylating methylmalonate-semialdehyde dehydrogenase,Energy production and conversion,UPI000462D24A,Op1769,LiuR
PN96_RS21760,ivdA1,NZ_CP009978.1,1501674,1502885,-,thiolase family protein,Lipid transport and metabolism,UPI0003579F90,Op1769,LiuR
PN96_RS21765,LiuR,NZ_CP009978.1,1503156,1503545,+,MerR family DNA-binding transcriptional regulator,Transcription,A0A1B1EJT2,Op1772,LiuR
PN96_RS21770,liuA,NZ_CP009978.1,1503573,1504742,+,isovaleryl-CoA dehydrogenase,Energy production and conversion,UPI00035787E2,Op1772,LiuR
PN96_RS21775,liuB,NZ_CP009978.1,1504768,1506372,+,methylcrotonoyl-CoA carboxylase,Lipid transport and metabolism,UPI0003571F9C,Op1772,LiuR
PN96_RS21780,liuC,NZ_CP009978.1,1506430,1507275,+,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,UPI0003581C58,Op1772,LiuR
PN96_RS21785,liuE,NZ_CP009978.1,1507272,1508174,+,hydroxymethylglutaryl-CoA lyase,Amino acid transport and metabolism,UPI000357C444,Op1772,LiuR
PN96_RS21790,PN96_RS21790,NZ_CP009978.1,1508204,1508749,-,DUF2301 domain-containing membrane protein,Function unknown,UPI000357F264,Op1773,
PN96_RS21795,PN96_RS21795,NZ_CP009978.1,1508787,1509665,-,DMT family transporter,Amino acid transport and metabolism,UPI000357C139,Op1773,
PN96_RS21800,PN96_RS21800,NZ_CP009978.1,1509913,1511226,-,PAS domain-containing methyl-accepting chemotaxis protein,Cell motility,UPI000357FE2E,Op1775,
PN96_RS21805,PN96_RS21805,NZ_CP009978.1,1511501,1512694,-,acetate/propionate family kinase,Nucleotide transport and metabolism,UPI000357E9E6,Op1776,
PN96_RS21810,PN96_RS21810,NZ_CP009978.1,1513056,1514594,+,bifunctional diguanylate cyclase/phosphodiesterase,Signal transduction mechanisms,UPI0003581799,Op1778,
PN96_RS21815,PN96_RS21815,NZ_CP009978.1,1514674,1516593,-,DEAD/DEAH box helicase,"Translation, ribosomal structure and biogenesis",UPI000357308A,Op1780,
PN96_RS21820,fucO,NZ_CP009978.1,1517277,1518401,-,lactaldehyde reductase,Energy production and conversion,UPI00035775DE,Op1781,
PN96_RS21825,fucA,NZ_CP009978.1,1518417,1519064,-,L-fuculose-phosphate aldolase,Carbohydrate transport and metabolism,UPI0003577B78,Op1781,
PN96_RS21830,fucK,NZ_CP009978.1,1519151,1520605,-,L-fuculokinase,Carbohydrate transport and metabolism,UPI000357AD8A,Op1781,
PN96_RS21835,fucI,NZ_CP009978.1,1520647,1522395,-,L-fucose isomerase,Carbohydrate transport and metabolism,UPI0003578088,Op1781,
PN96_RS21840,PN96_RS21840,NZ_CP009978.1,1522669,1523385,-,DeoR/GlpR family DNA-binding transcription regulator,Transcription,A0A1B1EJN3,Op1787,
PN96_RS21845,mnhG,NZ_CP009978.1,1523807,1524103,-,monovalent cation/H(+) antiporter subunit G,Inorganic ion transport and metabolism,A0A1B1EJK8,Op1790,
PN96_RS21850,PN96_RS21850,NZ_CP009978.1,1524094,1524381,-,cation:proton antiporter,Inorganic ion transport and metabolism,UPI0003580633,Op1790,
PN96_RS21855,PN96_RS21855,NZ_CP009978.1,1524374,1524850,-,Na+/H+ antiporter subunit E,Inorganic ion transport and metabolism,UPI000356F0DB,Op1790,
PN96_RS21860,PN96_RS21860,NZ_CP009978.1,1524847,1526343,-,hypothetical protein,Energy production and conversion,UPI000357AB93,Op1790,
PN96_RS21865,PN96_RS21865,NZ_CP009978.1,1526340,1526696,-,Na+/H+ antiporter subunit C,Inorganic ion transport and metabolism,UPI00035734EC,Op1790,
PN96_RS21870,PN96_RS21870,NZ_CP009978.1,1526696,1529302,-,DUF4040 domain-containing protein,Energy production and conversion,UPI0004F3A3B8,Op1790,
PN96_RS21880,PN96_RS21880,NZ_CP009978.1,1529863,1530798,-,universal stress protein,Signal transduction mechanisms,UPI00035740BF,Op1798,
PN96_RS21885,rnb,NZ_CP009978.1,1531176,1533176,+,exoribonuclease II,"Translation, ribosomal structure and biogenesis",A0A3B7D070,Op1802,
PN96_RS21890,PN96_RS21890,NZ_CP009978.1,1533253,1533606,-,DUF3024 domain-containing protein,Function unknown,A0A1B1EJK1,Op1805,
PN96_RS21895,PN96_RS21895,NZ_CP009978.1,1533833,1534660,+,phosphate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A1B1EJJ8,Op1807,
PN96_RS21900,PN96_RS21900,NZ_CP009978.1,1534721,1535401,-,MaoC family dehydratase,Lipid transport and metabolism,A0A1B1EJL0,Op1809,FabR
PN96_RS21910,PN96_RS21910,NZ_CP009978.1,1535899,1537179,+,tyrosine-type recombinase/integrase,"Replication, recombination and repair",UPI0003572AA5,Op1811,
PN96_RS21915,PN96_RS21915,NZ_CP009978.1,1537290,1538408,+,site-specific integrase,"Replication, recombination and repair",UPI0003575A19,Op1813,
PN96_RS21920,PN96_RS21920,NZ_CP009978.1,1538760,1539773,-,integrase domain-containing protein,"Replication, recombination and repair",UPI00035790D6,Op1815,
PN96_RS21925,PN96_RS21925,NZ_CP009978.1,1539903,1540136,-,hypothetical protein,No COG annotation,UPI00035819A1,Op1817,
PN96_RS21930,PN96_RS21930,NZ_CP009978.1,1540176,1540433,-,hypothetical protein,No COG annotation,UPI0003578B9F,Op1817,
PN96_RS21935,PN96_RS21935,NZ_CP009978.1,1540464,1541069,-,hypothetical protein,No COG annotation,UPI0003580E22,Op1817,
PN96_RS21940,PN96_RS21940,NZ_CP009978.1,1541151,1541888,-,hypothetical protein,No COG annotation,UPI000357048D,Op1819,
PN96_RS21945,PN96_RS21945,NZ_CP009978.1,1542118,1542408,-,hypothetical protein,No COG annotation,UPI000402CDD7,Op1821,
PN96_RS21950,PN96_RS21950,NZ_CP009978.1,1544127,1546349,-,tannase/feruloyl esterase family alpha/beta hydrolase,No COG annotation,UPI000356E4E2,Op1824,
PN96_RS21955,PN96_RS21955,NZ_CP009978.1,1546858,1547499,+,TetR/AcrR family transcriptional regulator,Transcription,UPI0003576755,Op1828,
PN96_RS21960,gnd,NZ_CP009978.1,1547631,1549079,-,decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase,Coenzyme transport and metabolism,UPI0003577F3A,Op1829,
PN96_RS21965,zwf,NZ_CP009978.1,1549218,1550720,-,glucose-6-phosphate dehydrogenase,Carbohydrate transport and metabolism,UPI000357BD59,Op1829,
PN96_RS21970,PN96_RS21970,NZ_CP009978.1,1550884,1551318,-,flavodoxin domain-containing protein,Inorganic ion transport and metabolism,UPI000357A8B5,Op1831,
PN96_RS21975,PN96_RS21975,NZ_CP009978.1,1551345,1552628,-,FAD-dependent oxidoreductase,Amino acid transport and metabolism,UPI00035758E9,Op1831,
PN96_RS21980,PN96_RS21980,NZ_CP009978.1,1552959,1554344,-,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,Coenzyme transport and metabolism,UPI000357DFC7,Op1832,
PN96_RS21985,PN96_RS21985,NZ_CP009978.1,1554437,1555633,-,cytochrome P450,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0003578AE5,Op1834,
PN96_RS21990,PN96_RS21990,NZ_CP009978.1,1556131,1557597,+,APC family permease,Amino acid transport and metabolism,UPI001267EC06,Op1836,
PN96_RS21995,PN96_RS21995,NZ_CP009978.1,1557902,1558303,+,hypothetical protein,No COG annotation,UPI000358323E,Op1838,
PN96_RS22000,PN96_RS22000,NZ_CP009978.1,1558358,1559146,-,MOSC domain-containing protein,Energy production and conversion,UPI000356F4EA,Op1839,
PN96_RS22005,PN96_RS22005,NZ_CP009978.1,1559224,1559625,-,DUF4440 domain-containing protein,No COG annotation,UPI000357956E,Op1841,
PN96_RS22010,PN96_RS22010,NZ_CP009978.1,1559965,1560693,+,SDR family oxidoreductase,Lipid transport and metabolism,UPI0003582631,Op1843,
PN96_RS22015,PN96_RS22015,NZ_CP009978.1,1560770,1561879,+,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,Energy production and conversion,UPI0003580961,Op1845,
PN96_RS22020,PN96_RS22020,NZ_CP009978.1,1561931,1562329,+,VOC family protein,Amino acid transport and metabolism,UPI00046253E2,Op1846,
PN96_RS22025,PN96_RS22025,NZ_CP009978.1,1562632,1563279,+,TetR/AcrR family transcriptional regulator,Transcription,UPI000357D975,Op1847,
PN96_RS22030,PN96_RS22030,NZ_CP009978.1,1563448,1564677,+,cytochrome P450,"Secondary metabolites biosynthesis, transport, and catabolism",UPI000357B81C,Op1849,
PN96_RS22035,PN96_RS22035,NZ_CP009978.1,1565177,1566640,+,APC family permease,Amino acid transport and metabolism,UPI0003574231,Op1851,
PN96_RS22040,PN96_RS22040,NZ_CP009978.1,1566960,1567850,+,alpha/beta hydrolase,Lipid transport and metabolism,UPI000357982F,Op1854,
PN96_RS22045,PN96_RS22045,NZ_CP009978.1,1568046,1568951,-,phytanoyl-CoA dioxygenase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0003581AD5,Op1856,
PN96_RS22050,PN96_RS22050,NZ_CP009978.1,1569537,1570442,-,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,UPI0003574882,Op1857,
PN96_RS22055,PN96_RS22055,NZ_CP009978.1,1570895,1571380,+,DUF2938 family protein,Function unknown,UPI0003580D1F,Op1859,
PN96_RS22060,PN96_RS22060,NZ_CP009978.1,1571494,1572084,-,TetR/AcrR family transcriptional regulator,Transcription,UPI000357FFA0,Op1861,
PN96_RS22065,trxB,NZ_CP009978.1,1572253,1573200,-,thioredoxin-disulfide reductase,Energy production and conversion,UPI000357A512,Op1863,
PN96_RS22070,PN96_RS22070,NZ_CP009978.1,1573217,1573543,-,thiol reductase thioredoxin,"Post-translational modification, protein turnover, and chaperones",UPI0003582E12,Op1863,
PN96_RS22075,PN96_RS22075,NZ_CP009978.1,1573648,1573971,-,thioredoxin fold domain-containing protein,"Post-translational modification, protein turnover, and chaperones",UPI000356FEBF,Op1865,
PN96_RS22080,PN96_RS22080,NZ_CP009978.1,1573983,1574411,-,OsmC family protein,No COG annotation,UPI000357FE8F,Op1865,
PN96_RS22085,PN96_RS22085,NZ_CP009978.1,1574452,1575636,-,MFS transporter,Amino acid transport and metabolism,UPI00035736BE,Op1865,
PN96_RS22090,PN96_RS22090,NZ_CP009978.1,1575802,1576246,-,metalloregulator ArsR/SmtB family transcription factor,Transcription,,Op1869,
PN96_RS22095,lpdA,NZ_CP009978.1,1576325,1577719,-,dihydrolipoyl dehydrogenase,Energy production and conversion,UPI000357D1F5,Op1870,
PN96_RS22100,PN96_RS22100,NZ_CP009978.1,1577974,1578672,-,metalloregulator ArsR/SmtB family transcription factor,Transcription,UPI0004626A63,Op1872,
PN96_RS22105,PN96_RS22105,NZ_CP009978.1,1579017,1580144,-,succinylglutamate desuccinylase/aspartoacylase family protein,Function unknown,UPI000357E9ED,Op1874,
PN96_RS22110,PN96_RS22110,NZ_CP009978.1,1580289,1581227,-,carbamate kinase,Amino acid transport and metabolism,UPI000357683A,Op1876,
PN96_RS22115,PN96_RS22115,NZ_CP009978.1,1581369,1582787,-,DUF1116 domain-containing protein,Energy production and conversion,UPI000357A32B,Op1877,
PN96_RS22120,fdrA,NZ_CP009978.1,1582790,1584346,-,acyl-CoA synthetase FdrA,Energy production and conversion,UPI000357A327,Op1877,
PN96_RS22125,PN96_RS22125,NZ_CP009978.1,1584470,1585729,-,ankyrin repeat domain-containing protein,Function unknown,UPI00035700D1,Op1881,
PN96_RS22130,PN96_RS22130,NZ_CP009978.1,1585740,1587293,-,hypothetical protein,Nucleotide transport and metabolism,UPI0003575C5D,Op1881,
PN96_RS22135,PN96_RS22135,NZ_CP009978.1,1587798,1588904,-,MFS transporter,Inorganic ion transport and metabolism,UPI00137782FB,Op1884,
PN96_RS22140,PN96_RS22140,NZ_CP009978.1,1589232,1590101,+,LysR family transcriptional regulator,Transcription,UPI0003580986,Op1886,
PN96_RS22145,PN96_RS22145,NZ_CP009978.1,1590119,1590979,+,DUF2877 domain-containing protein,Function unknown,UPI0003578572,Op1886,
PN96_RS22150,PN96_RS22150,NZ_CP009978.1,1591136,1591630,-,heme-binding protein,Function unknown,UPI000357DF21,Op1888,
PN96_RS22155,PN96_RS22155,NZ_CP009978.1,1591801,1592481,+,response regulator transcription factor,Transcription,UPI00035828B1,Op1889,
PN96_RS22160,PN96_RS22160,NZ_CP009978.1,1592459,1593844,+,HAMP domain-containing histidine kinase,Signal transduction mechanisms,UPI000358319A,Op1890,
PN96_RS22165,PN96_RS22165,NZ_CP009978.1,1593947,1594441,-,nucleoside deaminase,Nucleotide transport and metabolism,UPI0003579EFF,Op1892,
PN96_RS22170,PN96_RS22170,NZ_CP009978.1,1594481,1595983,-,cytosine permease,Nucleotide transport and metabolism,UPI00191C5729,Op1893,
PN96_RS22180,PN96_RS22180,NZ_CP009978.1,1597164,1597601,-,hypothetical protein,No COG annotation,UPI000357D5FE,Op1896,
PN96_RS22185,PN96_RS22185,NZ_CP009978.1,1598531,1599325,+,DUF5602 domain-containing protein,Function unknown,UPI0003583397,Op1898,
PN96_RS22190,PN96_RS22190,NZ_CP009978.1,1599578,1600876,-,TRAP transporter large permease subunit,Carbohydrate transport and metabolism,UPI000356EFA7,Op1899,
PN96_RS22195,PN96_RS22195,NZ_CP009978.1,1600878,1601381,-,TRAP transporter small permease,Carbohydrate transport and metabolism,UPI000357666F,Op1899,
PN96_RS22200,PN96_RS22200,NZ_CP009978.1,1601391,1602377,-,TRAP transporter substrate-binding protein,Carbohydrate transport and metabolism,UPI00040B781E,Op1899,
PN96_RS22205,PN96_RS22205,NZ_CP009978.1,1602729,1603856,-,AI-2E family transporter,Function unknown,UPI0003579078,Op1903,
PN96_RS23790,PN96_RS23790,NZ_CP009978.1,1603933,1604133,-,IS3 family transposase,No COG annotation,UPI0009B7A281,Op1905,
PN96_RS24085,PN96_RS24085,NZ_CP009978.1,1604144,1604281,-,hypothetical protein,No COG annotation,UPI000357B1C0,Op1905,
PN96_RS22215,PN96_RS22215,NZ_CP009978.1,1604433,1604882,-,copper resistance protein NlpE N-terminal domain-containing protein,Cell wall/membrane/envelope biogenesis,UPI0003582A31,Op1906,
PN96_RS22220,PN96_RS22220,NZ_CP009978.1,1605154,1606053,-,LysR family transcriptional regulator,Transcription,UPI000243C17A,Op1908,
PN96_RS22225,pdxY,NZ_CP009978.1,1606175,1607038,-,pyridoxal kinase,Coenzyme transport and metabolism,UPI00035726A8,Op1910,
PN96_RS22230,PN96_RS22230,NZ_CP009978.1,1607434,1608444,-,DUF2955 domain-containing protein,Function unknown,UPI000357E1B1,Op1912,
PN96_RS22235,PN96_RS22235,NZ_CP009978.1,1608434,1609492,-,HlyD family secretion protein,Defense mechanisms,UPI0003572F08,Op1912,
PN96_RS22240,PN96_RS22240,NZ_CP009978.1,1609907,1612438,-,mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,UPI000462C258,Op1915,
PN96_RS22245,PN96_RS22245,NZ_CP009978.1,1612507,1613106,-,hypothetical protein,Function unknown,UPI000357CB84,Op1918,
PN96_RS22250,PN96_RS22250,NZ_CP009978.1,1613145,1614116,-,MlaD family protein,"Secondary metabolites biosynthesis, transport, and catabolism",UPI000357D043,Op1918,
PN96_RS22255,PN96_RS22255,NZ_CP009978.1,1614109,1614915,-,ATP-binding cassette domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",UPI000357FCAE,Op1918,
PN96_RS22260,PN96_RS22260,NZ_CP009978.1,1614925,1615998,-,MlaE family lipid ABC transporter permease subunit,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0003581348,Op1918,
PN96_RS22265,PN96_RS22265,NZ_CP009978.1,1616382,1616594,+,DUF1656 domain-containing protein,Function unknown,UPI000243C281,Op1921,
PN96_RS22270,PN96_RS22270,NZ_CP009978.1,1616607,1617470,+,HlyD family secretion protein,Defense mechanisms,UPI000243C282,Op1921,
PN96_RS22275,PN96_RS22275,NZ_CP009978.1,1617483,1618841,+,FUSC family protein,Function unknown,UPI0003576295,Op1921,
PN96_RS22280,PN96_RS22280,NZ_CP009978.1,1618916,1619818,+,hypothetical protein,No COG annotation,UPI0003574126,Op1924,
PN96_RS22285,PN96_RS22285,NZ_CP009978.1,1619831,1621012,+,BamA/TamA family outer membrane protein,Cell wall/membrane/envelope biogenesis,UPI0003579B93,Op1924,
PN96_RS22290,PN96_RS22290,NZ_CP009978.1,1621018,1622277,+,DUF4056 domain-containing protein,Function unknown,UPI0004016F41,Op1924,
PN96_RS22295,PN96_RS22295,NZ_CP009978.1,1622732,1623952,-,GGDEF domain-containing protein,Signal transduction mechanisms,UPI0003572AF7,Op1925,
PN96_RS22300,PN96_RS22300,NZ_CP009978.1,1624201,1624959,-,TSUP family transporter,Function unknown,A0A1B1EJL6,Op1927,
PN96_RS22305,pta,NZ_CP009978.1,1624968,1626017,-,phosphate acetyltransferase,Energy production and conversion,UPI00035772D2,Op1927,
PN96_RS22310,PN96_RS22310,NZ_CP009978.1,1626174,1626962,+,IclR family transcriptional regulator,Transcription,A0A1B1EJI8,Op1930,
PN96_RS22315,PN96_RS22315,NZ_CP009978.1,1627298,1628200,-,cache domain-containing protein,Signal transduction mechanisms,UPI00035780CC,Op1931,
PN96_RS22320,PN96_RS22320,NZ_CP009978.1,1628212,1629552,-,TRAP transporter large permease,Carbohydrate transport and metabolism,A0A1B1EK89,Op1931,
PN96_RS22325,PN96_RS22325,NZ_CP009978.1,1629568,1630116,-,TRAP transporter small permease,Carbohydrate transport and metabolism,A0A1B1EJL4,Op1931,
PN96_RS22330,PN96_RS22330,NZ_CP009978.1,1630240,1631241,-,TRAP transporter substrate-binding protein,Carbohydrate transport and metabolism,A0A1B1EJI9,Op1934,
PN96_RS22335,PN96_RS22335,NZ_CP009978.1,1631356,1632807,-,FAD-binding oxidoreductase,Amino acid transport and metabolism,A0A3B7D2K2,Op1935,
PN96_RS22340,PN96_RS22340,NZ_CP009978.1,1632857,1633282,-,nuclear transport factor 2 family protein,Function unknown,A0A3B7D1S1,Op1936,
PN96_RS22345,PN96_RS22345,NZ_CP009978.1,1633549,1634352,-,FRG domain-containing protein,Function unknown,UPI000357C866,Op1938,
PN96_RS22350,PN96_RS22350,NZ_CP009978.1,1634389,1635423,-,putative sulfate exporter family transporter,Function unknown,UPI000357997D,Op1938,
PN96_RS22355,xsc,NZ_CP009978.1,1635489,1637300,-,sulfoacetaldehyde acetyltransferase,Amino acid transport and metabolism,A0A1B1EJH2,Op1940,
PN96_RS22360,PN96_RS22360,NZ_CP009978.1,1637569,1638561,+,MoxR family ATPase,Function unknown,UPI000357BA09,Op1942,
PN96_RS22365,PN96_RS22365,NZ_CP009978.1,1638554,1640275,+,cobalamin biosynthesis protein CobT,Coenzyme transport and metabolism,UPI0003575401,Op1942,
PN96_RS22370,hxpB,NZ_CP009978.1,1640383,1641063,-,hexitol phosphatase HxpB,Function unknown,UPI0003573F99,Op1944,
PN96_RS22375,PN96_RS22375,NZ_CP009978.1,1641123,1642397,-,MFS transporter,Amino acid transport and metabolism,UPI000357C59B,Op1946,
PN96_RS22380,xylB,NZ_CP009978.1,1642513,1643973,-,xylulokinase,Carbohydrate transport and metabolism,UPI000358234A,Op1948,
PN96_RS22385,PN96_RS22385,NZ_CP009978.1,1643983,1645350,-,mannitol dehydrogenase family protein,Energy production and conversion,UPI000357E445,Op1948,
PN96_RS22390,PN96_RS22390,NZ_CP009978.1,1645585,1646526,+,sugar-binding transcriptional regulator,Transcription,UPI0003578E3A,Op1953,
PN96_RS22395,PN96_RS22395,NZ_CP009978.1,1646719,1647330,-,NAD(P)H-dependent oxidoreductase,Function unknown,UPI0003577E86,Op1954,
PN96_RS22400,PN96_RS22400,NZ_CP009978.1,1647422,1647919,-,cupin domain-containing protein,Function unknown,UPI00035819B1,Op1955,
PN96_RS22405,PN96_RS22405,NZ_CP009978.1,1647934,1648581,-,carboxymuconolactone decarboxylase family protein,Function unknown,UPI00042A835D,Op1955,
PN96_RS22410,PN96_RS22410,NZ_CP009978.1,1649058,1649408,-,hypothetical protein,Lipid transport and metabolism,UPI00040CDCE0,Op1956,
PN96_RS22415,PN96_RS22415,NZ_CP009978.1,1649570,1650736,-,pyridoxal phosphate-dependent aminotransferase,Amino acid transport and metabolism,UPI00035819BB,Op1958,
PN96_RS22420,PN96_RS22420,NZ_CP009978.1,1650736,1651629,-,DUF3737 family protein,Cell wall/membrane/envelope biogenesis,UPI0003578975,Op1958,
PN96_RS22425,PN96_RS22425,NZ_CP009978.1,1651996,1652715,-,carboxymuconolactone decarboxylase family protein,Function unknown,UPI0004030D26,Op1961,
