,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_39370,4045245,4046510,1,hutI,1265,hutP->hutM,"Secondary metabolite biosynthesis, transport, and catabolism",imidazolone-5-propionate hydrolase,imidazolone-5-propionate hydrolase,-,,"SigA,CodY,HutP,CcpA"
BSU_39380,4046503,4047462,1,hutG,959,hutP->hutM,Amino acid transport and metabolism,formiminoglutamate hydrolase,formiminoglutamate hydrolase,-,,"SigA,CodY,HutP,CcpA"
BSU_39390,4047538,4048965,1,hutM,1427,hutP->hutM,No COG category,histidine permease,histidine permease,-,,"SigA,CodY,HutP,CcpA"
BSU_39400,4049009,4050310,-1,pdp,1301,dra->pdp,Nucleotide transport and metabolism,pyrimidine nucleoside phosphorylase,pyrimidine nucleoside phosphorylase,-,,"SigA,CcpA,DeoR"
BSU_39410,4050340,4051521,-1,nupC,1181,dra->pdp,No COG category,pyrimidine nucleoside transport protein,pyrimidine nucleoside transport protein,-,,"SigA,CcpA,DeoR"
BSU_39420,4051602,4052273,-1,dra,671,dra->pdp,Nucleotide transport and metabolism,deoxyribose-phosphate aldolase,deoxyribose-phosphate aldolase,-,,"SigA,CcpA,DeoR"
BSU_39430,4052379,4053320,-1,deoR,941,deoR,Transcription,transcriptional repressor,transcriptional repressor of the dra-nupC-pdp operon,-,,
BSU_39440,4053454,4054281,-1,yxxB,827,yxeR->yxxB,Function unknown,unknown,unknown,-,,
BSU_39450,4054354,4055466,-1,yxeR,1112,yxeR->yxxB,Amino acid transport and metabolism,ethanolamine transporter in/out via proton symport,ethanolamine transporter in/out via proton symport,-,,
BSU_39460,4055536,4056873,-1,yxeQ,1337,yxeK->yxeQ,Function unknown,unknown,similar to iminodisuccinate epimerase,-,,"SigA,CymR"
BSU_39470,4056870,4058012,-1,sndB,1142,yxeK->yxeQ,No COG category,N-acetylcysteine deacetylase,N-acetylcysteine deacetylase,-,,"SigA,CymR"
BSU_39480,4058029,4058778,-1,yxeO,749,yxeK->yxeQ,Inorganic ion transport and metabolism,putative S-(2-succino)cysteine [SW|ABC transporter] (ATP-binding protein),putative S-(2-succino)cysteine [SW|ABC transporter] (ATP-binding protein),-,,"SigA,CymR"
BSU_39490,4058791,4059465,-1,yxeN,674,yxeK->yxeQ,Inorganic ion transport and metabolism,putative S-(2-succino)cysteine [SW|ABC transporter] (permease),putative S-(2-succino)cysteine [SW|ABC transporter] (permease),-,,"SigA,CymR"
BSU_39500,4059488,4060282,-1,yxeM,794,yxeK->yxeQ,Cell wall/membrane/envelope biogenesis,putative S-(2-succino)cysteine [SW|ABC transporter] (binding protein),putative S-(2-succino)cysteine [SW|ABC transporter] (binding protein),-,,"SigA,CymR"
BSU_39510,4060307,4060804,-1,snaB,497,yxeK->yxeQ,Transcription,S-(2-succino)cysteine N-acetyltransferase,S-(2-succino)cysteine N-acetyltransferase,-,,"SigA,CymR"
BSU_39520,4060818,4062143,-1,yxeK,1325,yxeK->yxeQ,No COG category,N-acetyl S-(2-succino)cysteine oxygenase,N-acetyl S-(2-succino)cysteine oxygenase,-,,"SigA,CymR"
BSU_39530,4062329,4062556,-1,yxeJ,227,yxeI->yxeJ,No COG category,unknown,unknown,-,,
BSU_39540,4062543,4063529,-1,yxeI,986,yxeI->yxeJ,Cell wall/membrane/envelope biogenesis,penicillin acylase,penicillin acylase,-,,
BSU_39550,4063684,4064496,-1,yxeH,812,yxeF->yxeH,Function unknown,sugar phosphatase,[SW|HAD superfamily] sugar phosphatase,-,,
BSU_39560,4064536,4065093,-1,yxeG,557,yxeF->yxeH,No COG category,unknown,unknown,-,,
BSU_39570,4065074,4065508,-1,yxeF,434,yxeF->yxeH,No COG category,unknown,lipoprotein,-,,
BSU_39580,4065597,4065962,1,yxeE,365,yxeE,Function unknown,spore coat protein,spore coat protein,-,,"GerE,SigK"
BSU_39590,4066210,4066563,1,yxeD,353,yxeD,Function unknown,unknown,sporulation protein,-,,"SigE,SigG,AbrB"
BSU_39600,4066607,4067005,-1,yxeC,398,yxeC,No COG category,unknown,unknown,-,,
BSU_39610,4067183,4068148,1,yxeB,965,yxeB,Inorganic ion transport and metabolism,hydroxamate siderophore [SW|ABC transporter],hydroxamate siderophore [SW|ABC transporter] (only ferrioxamine) (binding  protein),-,,Fur
BSU_39620,4068189,4068536,-1,yxeA,347,yxdL->yxeA,Function unknown,unknown,unknown,-,,YxdJ
BSU_39630,4068550,4070418,-1,yxdM,1868,yxdL->yxeA,No COG category,[SW|ABC transporter] (permease),[SW|ABC transporter] (permease),-,,YxdJ
BSU_39640,4070393,4071166,-1,yxdL,773,yxdL->yxeA,No COG category,[SW|ABC transporter] (ATP-binding protein),[SW|ABC transporter] (ATP-binding protein),-,,YxdJ
BSU_39650,4071310,4072287,-1,yxdK,977,yxdJ->yxdK,Signal transduction,two-component sensor kinase,"two-component sensor kinase, regulation of the [SW|ABC transporter] [[protein|8B4267532B9788AEB5EF39E2695C1FDA494C7055]]-[[protein|4423383A3F6DAFDFA210F4BEEF7D8CBEC674DCEA]] in response to the cationic antimicrobial peptide, LL-37",-,,
BSU_39660,4072284,4072973,-1,yxdJ,689,yxdJ->yxdK,No COG category,two-component response regulator ([SW|OmpR family]),"two-component response regulator ([SW|OmpR family]), regulation of the ABC transporter [[protein|8B4267532B9788AEB5EF39E2695C1FDA494C7055]]-[[protein|4423383A3F6DAFDFA210F4BEEF7D8CBEC674DCEA]] in response to the cationic antimicrobial peptide, LL-37",-,,
BSU_39670,4073081,4073953,-1,iolJ,872,iolA->iolJ,Nucleotide transport and metabolism,"2-deoxy-5-keto-gluconic acid-6-phosphate aldolase, formation of dihydroxyacetone phosphate and malonic semialdehyde (6th reaction)","2-deoxy-5-keto-gluconic acid-6-phosphate aldolase, formation of dihydroxyacetone phosphate and malonic semialdehyde (6th reaction)",-,,"SigA,IolR,CcpA"
BSU_39680,4073974,4074810,-1,iolI,836,iolA->iolJ,Carbohydrate transport and metabolism,"inosose isomerase, converts 2KMI to 1-keto-D-chiro-inositol","inosose isomerase,  converts 2KMI to 1-keto-D-chiro-inositol",-,,"SigA,IolR,CcpA"
BSU_39690,4074896,4075765,-1,iolH,869,iolA->iolJ,Carbohydrate transport and metabolism,unknown,"unknown, may be involved in myo-inositol catabolism",-,,"SigA,IolR,CcpA"
BSU_39700,4075785,4076819,-1,iolG,1034,iolA->iolJ,Function unknown,inositol 2-dehydrogenase,inositol 2-dehydrogenase,-,,"SigA,IolR,CcpA"
BSU_39710,4076842,4078158,-1,iolF,1316,iolA->iolJ,Amino acid transport and metabolism,D-chiro-inositol transport protein,D-chiro-inositol transport protein,-,,"SigA,IolR,CcpA"
BSU_39720,4078173,4079066,-1,iolE,893,iolA->iolJ,Carbohydrate transport and metabolism,"2-keto-myo-inositol dehydratase, dehydration of 2-keto-myo-inositol (2nd reaction)","2-keto-myo-inositol dehydratase, dehydration of 2-keto-myo-inositol (2nd reaction)",-,,"SigA,IolR,CcpA"
BSU_39730,4079083,4080996,-1,iolD,1913,iolA->iolJ,Amino acid transport and metabolism,formation of 5-deoxy-D-glucuronic acid (3rd reaction),formation of 5-deoxy-D-glucuronic acid (3rd reaction),-,,"SigA,IolR,CcpA"
BSU_39740,4081029,4082006,-1,iolC,977,iolA->iolJ,Carbohydrate transport and metabolism,formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction),formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction),-,,"SigA,IolR,CcpA"
BSU_39750,4082030,4082845,-1,iolB,815,iolA->iolJ,Carbohydrate transport and metabolism,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),formation of 2-deoxy-5-keto-gluconic acid (4th reaction),-,,"SigA,IolR,CcpA"
BSU_39760,4082920,4084383,-1,iolA,1463,iolA->iolJ,No COG category,methylmalonate-semialdehyde dehydrogenase (acylating),methylmalonate-semialdehyde dehydrogenase (acylating),-,,"SigA,IolR,CcpA"
BSU_39770,4084799,4085554,1,iolR,755,iolR->iolS,Transcription,transcriptional repressor,"transcriptional repressor of the iol operon, [SW|DeoR family]",-,,"SigA,IolR"
BSU_39780,4085608,4086540,1,iolS,932,iolR->iolS,No COG category,unknown,"similar to dehydrogenase, may be involved in myo-inositol catabolism",-,,"SigA,IolR"
BSU_39790,4086802,4087452,1,yxcE,650,yxcE->yxcD,No COG category,unknown,unknown,-,,
BSU_39800,4087456,4087764,1,yxcD,308,yxcE->yxcD,No COG category,unknown,unknown,-,,
BSU_39810,4088002,4089387,1,csbC,1385,csbC,No COG category,putative sugar-H<sup>+</sup> symporter,"general stress protein, similar to sugar-H<sup>+</sup> symporter, required for protection against paraquat stress",-,,SigB
BSU_39820,4089429,4091309,-1,htpG,1880,htpG,"Post-translational modification, protein turnover, and chaperones",class III heat-shock protein (molecular chaperone),class III heat-shock protein (molecular chaperone),-,,SigA
BSU_39830,4091477,4091728,-1,yxcA,251,yxcA,No COG category,unknown,unknown,-,,
BSU_39840,4091845,4092666,1,yxbG,821,yxbG,Lipid transport and metabolism,unknown,"general stress protein, similar to glucose 1-dehydrogenase",-,,SigB
BSU_39850,4092695,4093837,-1,yxbF,1142,yxbF,Transcription,unknown,similar to transcriptional regulator ([SW|TetR family]),-,,
BSU_39860,4093980,4095317,1,aldX,1337,aldX,No COG category,aldehyde dehydrogenase (NAD),aldehyde dehydrogenase (NAD),-,,
BSU_39870,4095356,4095835,-1,yxbD,479,yxbC->yxbD,Transcription,unknown,unknown,-,,"Spo0A,CodY,AbrB"
BSU_39880,4095915,4096907,-1,yxbC,992,yxbC->yxbD,Function unknown,unknown,unknown,-,,"Spo0A,CodY,AbrB"
BSU_39890,4097416,4098150,1,yxbB,734,"yxbB->yxnB, yxbB->yxaM",No COG category,putative S-adenosyl-L-methionine-dependent methyltransferase,similar to S-adenosyl-L-methionine-dependent methyltransferase,-,,"SigA,CodY,AbrB"
BSU_39900,4098150,4098419,1,yxbA,269,"yxbB->yxnB, yxbB->yxaM",Function unknown,putative D-aspartate ligase,putative D-aspartate ligase,-,,"SigA,CodY,AbrB"
BSU_39910,4098423,4098905,1,yxnB,482,"yxbB->yxnB, yxbB->yxaM",No COG category,unknown,unknown,-,,"SigA,CodY,AbrB"
BSU_39920,4098926,4101169,1,asnH,2243,yxbB->yxaM,Amino acid transport and metabolism,asparagine synthase (glutamine-hydrolysing),asparagine synthase (glutamine-hydrolysing),-,,"SigA,CodY,AbrB"
BSU_39930,4101166,4102365,1,yxaM,1199,yxbB->yxaM,Intracellular trafficking and secretion,unknown,similar to antibiotic resistance protein,-,,"SigA,CodY,AbrB"
BSU_39940,4102429,4103661,-1,yxaL,1232,yxaJ->yxaL,Function unknown,unknown,"similar to Ser/Thr kinase, increases the processivity of the [[protein|C73E52D214E24F21696973B19B0A44CE785D6FBA]] helicase",-,,"Rok,DnaA,AbrB"
BSU_39950,4103762,4104187,-1,yxaJ,425,yxaJ->yxaL,Function unknown,unknown,unknown,-,,"Rok,DnaA,AbrB"
BSU_39960,4104444,4104899,1,yxaI,455,yxaI,Function unknown,unknown,membrane protein,-,,
BSU_39970,4104929,4106137,-1,yxaH,1208,qdoI->yxaH,No COG category,unknown,putative transporter,-,,"QdoR,LmrA"
BSU_39980,4106245,4107258,-1,qdoI,1013,qdoI->yxaH,Function unknown,"Fe-containing quercetin 2,3-dioxygenase","Fe-containing quercetin 2,3-dioxygenase",-,,"QdoR,LmrA"
BSU_39990,4107352,4107927,-1,qdoR,575,qdoR,Transcription,transcriptional regulator,"transcriptional regulator ([SW|TetR family]), control of [[gene|6A68EF7BF16FC2F2C7E068F52901EF2BFD6EBF8A]]-[[gene|142444E1167BA7428EB95E4418C839ADF3E728B0]] and [[gene|52D560AA02F0849CB24460A496021560063B2E12]]-[[gene|23483430AE0381406EF2349A18CFAE1F14F9B180]]",-,,"QdoR,LmrA"
BSU_40000,4108058,4109128,1,yxnA,1070,yxnA,Lipid transport and metabolism,unknown,"general stress protein, similar to ketoacyl reductase, survival of ethanol stress",-,,SigB
BSU_40010,4109185,4109616,-1,yxaD,431,yxaD,Transcription,unknown,similar to transcriptional regulator ([SW|MarR family]),-,,
BSU_40021,4109843,4110247,1,yxaK,404,yxaK->yxaC,Function unknown,unknown,unknown,-,,
BSU_40022,4110217,4110909,1,yxaC,692,yxaK->yxaC,No COG category,holin-like auxilary protein,holin-like auxilary protein,-,,
BSU_40030,4110949,4111980,-1,yxaB,1031,"yxaA->yxaB, yxaB",Carbohydrate transport and metabolism,putative exopolysaccaride synthase,"general stress protein, similar to pyruvyl transferase",-,,"SigA,SigB,AbrB"
BSU_40040,4112073,4113221,-1,yxaA,1148,yxaA->yxaB,Carbohydrate transport and metabolism,putative glycerate kinase,putative glycerate kinase,-,,"SigA,SigB,AbrB"
BSU_40050,4113417,4114148,1,gntR,731,gntR->gntZ,Transcription,transcriptional repressor of the gluconate operon,transcriptional repressor (GntR family) of the gntR-gntK-gntP-gntZ operon,-,,"GntR,SigA,CcpA,AbrB"
BSU_40060,4114141,4115682,1,gntK,1541,gntR->gntZ,Carbohydrate transport and metabolism,gluconokinase,gluconokinase,-,,"GntR,SigA,CcpA,AbrB"
BSU_40070,4115711,4117057,1,gntP,1346,gntR->gntZ,No COG category,gluconate permease,gluconate permease,-,,"GntR,SigA,CcpA,AbrB"
BSU_40080,4117080,4118486,1,gntZ,1406,"gntR->gntZ, gntZ",Carbohydrate transport and metabolism,6-phosphogluconate dehydrogenase,6-phosphogluconate dehydrogenase,-,,"GntR,SigA,CcpA,AbrB"
BSU_40090,4118950,4119513,1,ahpC,563,ahpC->ahpF,No COG category,alkyl hydroperoxide reductase (small subunit),alkyl hydroperoxide reductase (small subunit),-,,"PerR,SigA"
BSU_40100,4119527,4121056,1,ahpF,1529,ahpC->ahpF,"Post-translational modification, protein turnover, and chaperones",alkyl hydroperoxide reductase (large subunit) / NADH dehydrogenase,alkyl hydroperoxide reductase (large subunit) / NADH dehydrogenase,-,,"PerR,SigA"
BSU_40110,4121166,4122605,-1,bglA,1439,yyzE->bglA,No COG category,6-phospho-beta-glucosidase),6-phospho-beta-glucosidase,-,,
BSU_40120,4122619,4122849,-1,yyzE,230,yyzE->bglA,No COG category,unknown,"similar to [[category|SW 1.2.2|PTS]], EIIA component (truncated)",-,,
BSU_40130,4123193,4123903,1,yydK,710,yydK->yyzN,Transcription,transcriptional regulator ([SW|GntR family]),similar to transcriptional regulator ([SW|GntR family]),-,,
BSU_40139,4123931,4124089,1,yyzN,158,yydK->yyzN,Function unknown,unknown,unknown,-,,
BSU_40140,4124220,4124942,-1,yydJ,722,yydF->yydJ,Function unknown,"[SW|ABC transporter], permease","[SW|ABC transporter], permease, export of the mature [[protein|D66B9BFF79ADD8B0F9BFA3892FCF4597264CE9EE]] epipeptide",-,,"Rok,SigA,AbrB"
BSU_40150,4124963,4125592,-1,yydI,629,yydF->yydJ,Inorganic ion transport and metabolism,"[SW|ABC transporter], ATP-binding protein","[SW|ABC transporter], ATP-binding protein, export of the mature [[protein|D66B9BFF79ADD8B0F9BFA3892FCF4597264CE9EE]] epipeptide",-,,"Rok,SigA,AbrB"
BSU_40160,4125742,4126500,-1,yydH,758,yydF->yydJ,"Post-translational modification, protein turnover, and chaperones",membrane protease,"membrane protease, processing of modified [[protein|D66B9BFF79ADD8B0F9BFA3892FCF4597264CE9EE]]",-,,"Rok,SigA,AbrB"
BSU_40170,4126481,4127440,-1,yydG,959,yydF->yydJ,No COG category,radical SAM epimerase,"radical SAM epimerase, modification of [[protein|D66B9BFF79ADD8B0F9BFA3892FCF4597264CE9EE]]",-,,"Rok,SigA,AbrB"
BSU_40180,4127498,4127647,-1,yydF,149,yydF->yydJ,No COG category,secreted peptide,"secreted peptide, controls [[protein|49E70A20CC05DBE485953C0AE34E634EFB33C3B2]]-[[protein|9A1871BD853254EEA8B4E78CA187F9315CBDF43D]] activity",-,,"Rok,SigA,AbrB"
BSU_40190,4128029,4130044,1,fbp,2015,fbp,Carbohydrate transport and metabolism,"fructose-1,6-bisphosphatase","fructose-1,6-bisphosphatase, involved in gluconeogenesis",-,,SigA
BSU_40200,4130578,4132338,-1,yydD,1760,yyzF->yydD,Function unknown,unknown,unknown,-,,
BSU_40210,4132338,4132736,-1,yydC,398,"yyzF->yydD, yydC",Function unknown,unknown,unknown,-,,SigB
BSU_40220,4132729,4134174,-1,yydB,1445,yyzF->yydD,Function unknown,unknown,unknown,-,,
BSU_40230,4134436,4134915,-1,yydA,479,"yydA, yyzF->yydD","Translation, ribosomal structure and biogenesis",similar to pseudouridine methyltransferase,similar to pseudouridine methyltransferase,-,,DnaA
BSU_40239,4134996,4135166,-1,yyzF,170,yyzF->yydD,No COG category,unknown,unknown,-,,
BSU_40240,4135351,4135764,1,yycS,413,yycS,Function unknown,unknown,unknown,-,,
BSU_40250,4135798,4137024,-1,yycR,1226,yycR,No COG category,unknown,similar to formaldehyde dehydrogenase,-,,
BSU_40259,4137087,4137257,-1,yyzG,170,yyzG,No COG category,unknown,unknown,-,,SigB
BSU_40260,4137362,4137610,-1,yycQ,248,yycO->yycQ,Function unknown,unknown,unknown,-,,PhoP
BSU_40270,4137626,4138789,-1,yycP,1163,yycO->yycQ,Function unknown,unknown,unknown,-,,PhoP
BSU_40280,4138800,4139537,-1,yycO,737,yycO->yycQ,Function unknown,unknown,unknown,-,,PhoP
BSU_40290,4139679,4140149,-1,yycN,470,yycN,No COG category,unknown,putative N-acetyltransferase,-,,
BSU_40300,4140260,4141357,1,rapG,1097,rapG->phrG,No COG category,response regulator aspartate phosphatase,"response regulator aspartate phosphatase, controls [[protein|D343D2096664A972026D911E7A17A35C7B1CD1C9]] activity",-,,"SigA,SinR,RghR,SigH,CcpA"
BSU_40310,4141358,4141474,1,phrG,116,rapG->phrG,No COG category,phosphatase (RapG) regulator,response regulator aspartate phosphatase (RapG) regulator,-,,"SigA,SinR,RghR,SigH,CcpA"
BSU_40320,4141711,4142601,-1,rocF,890,rocD->rocF,Amino acid transport and metabolism,arginase,arginase,-,,"SigL,Spo0A,AhrC,CodY,RocR"
BSU_40330,4142675,4144078,-1,rocE,1403,rocD->rocF,No COG category,amino acid permease,amino acid permease,-,,"SigL,Spo0A,AhrC,CodY,RocR"
BSU_40340,4144301,4145506,-1,rocD,1205,rocD->rocF,Amino acid transport and metabolism,ornithine transaminase,ornithine transaminase,-,,"SigL,Spo0A,AhrC,CodY,RocR"
BSU_40350,4145747,4147132,1,rocR,1385,rocR,Transcription,transcriptional activator,transcriptional activator of arginine utilization operons,-,,"SigA,RocR,LexA"
BSU_40359,4147114,4147302,-1,yyzO,188,,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_40360,4147567,4148769,-1,htrC,1202,"htrC, walR->htrC","Post-translational modification, protein turnover, and chaperones",putative quality control membrane protease,similar to quality control membrane serine protease [[protein|76FA52D5A5F9FCA14BA9B45872FE3D99D89B211B]],-,,SigG
BSU_40370,4148851,4149645,-1,walJ,794,walR->htrC,Function unknown,5'-3' double-stranded DNA exonuclease,"5'-3' double-stranded DNA exonuclease, coordination of cell division with DNA replication",-,,
BSU_40380,4149667,4150509,-1,walI,842,walR->htrC,Function unknown,negative effector of [[protein|E88978809272FAC2520DB4ABCA0554F8028F3451]],"negative effector of [[protein|E88978809272FAC2520DB4ABCA0554F8028F3451]], controls cell wall metabolism",-,,
BSU_40390,4150496,4151863,-1,walH,1367,walR->htrC,Function unknown,negative effector of [[protein|E88978809272FAC2520DB4ABCA0554F8028F3451]],"negative effector of [[protein|E88978809272FAC2520DB4ABCA0554F8028F3451]], controls cell wall metabolism",-,,
BSU_40400,4151853,4153688,-1,walK,1835,walR->htrC,Signal transduction,two-component sensor kinase,"two-component sensor kinase, controls cell wall metabolism, co-ordinates cell wall remodelling with cell division by controlling the transcription of genes for autolysins and their inhibitors",-,,
BSU_40410,4153696,4154403,-1,walR,707,walR->htrC,Signal transduction,two-component response regulator ([SW|OmpR family]),"two-component response regulator ([SW|OmpR family]), controls cell wall metabolism",-,,
BSU_40420,4155433,4156725,-1,purA,1292,"purA, yycE->purA",Nucleotide transport and metabolism,adenylosuccinate synthetase,adenylosuccinate synthetase,-,,"SigA,PurR"
BSU_40430,4156931,4157350,-1,yycE,419,yycE->purA,Amino acid transport and metabolism,unknown,unknown,-,,
BSU_40440,4157471,4158835,-1,dnaC,1364,dnaC,"Replication, recombination and repair",replicative DNA helicase,"replicative DNA helicase, part of the [SW|replisome]",-,,
BSU_40450,4159005,4159205,1,yycD,200,yycD,Function unknown,unknown,"general stress protein, survival of ethanol  stress",-,,SigB
BSU_40460,4159253,4159456,-1,yyzB,203,,No COG category,unknown,unknown,-,,
BSU_40470,4159577,4159717,1,yycC,140,"yycC->yycB, yycC->yycA",Transcription,unknown,unknown,-,,TnrA
BSU_40480,4159790,4160998,1,yycB,1208,"yycC->yycB, yycC->yycA",Inorganic ion transport and metabolism,unknown,similar to permeases,-,,TnrA
