,gene_name,old_locus_tag,start,end,strand,gene_product,cog,uniprot,regulator
PA4727,pcnB,,5309326,5310729,+,poly(A) polymerase,Coenzyme transport and metabolism,Q9HV72,
PA4728,folK,,5310726,5311214,+,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,Coenzyme transport and metabolism,Q9HV71,
PA4729,panB,,5311464,5312264,+,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,Q9HV70,
PA4730,panC,,5312261,5313112,+,pantoate--beta-alanine ligase,Coenzyme transport and metabolism,Q9HV69,
PA4731,panD,,5313206,5313586,+,aspartate alpha-decarboxylase,Coenzyme transport and metabolism,Q9HV68,
PA4732,pgi,,5313676,5315340,+,glucose-6-phosphate isomerase,Carbohydrate transport and metabolism,Q9HV67,
PA4733,acsB,,5315534,5317471,+,acetyl-CoA synthetase,Coenzyme transport and metabolism,Q9HV66,
PA4734,PA4734,,5317569,5318450,+,hypothetical protein,Function unknown,Q9HV65,
PA4735,PA4735,,5318575,5321841,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q9HV64,
PA4736,PA4736,,5321846,5322139,+,hypothetical protein,Function unknown,Q9HV63,
PA4737,PA4737,,5322136,5322450,+,hypothetical protein,Function unknown,UPI00006D8B49,
PA4738,PA4738,,5322510,5322707,-,hypothetical protein,Function unknown,Q9HV61,
PA4739,PA4739,,5322757,5323101,-,hypothetical protein,Function unknown,Q9HV60,
PA4740,pnp,,5323374,5325479,-,polynucleotide phosphorylase,"Translation, ribosomal structure and biogenesis",Q9HV59,
PA4741,rpsO,,5325653,5325922,-,30S ribosomal protein S15,"Translation, ribosomal structure and biogenesis",Q9HV58,S15
PA4742,truB,,5326018,5326932,-,tRNA pseudouridine synthase B,"Translation, ribosomal structure and biogenesis",P72154,
PA4743,rbfA,,5326935,5327324,-,ribosome-binding factor A,"Translation, ribosomal structure and biogenesis",Q9HV56,
PA4744,infB,,5327427,5329949,-,translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",Q9HV55,
PA4745,nusA,,5329977,5331458,-,transcription elongation factor NusA,Transcription,Q9HV54,
PA4746,PA4746,,5331503,5331961,-,hypothetical protein,Function unknown,Q9HV53,
PA4747,secG,,5332354,5332743,-,preprotein translocase subunit SecG,"Intracellular trafficking, secretion, and vesicular transport",Q9HV52,
PA4748,tpiA,,5332746,5333501,-,triosephosphate isomerase,Carbohydrate transport and metabolism,Q9HV51,
PA4749,glmM,,5333567,5334904,-,phosphoglucosamine mutase,Carbohydrate transport and metabolism,Q9HV50,
PA4750,folP,,5334921,5335772,-,dihydropteroate synthase,Coenzyme transport and metabolism,Q9HV49,
PA4751,ftsH,,5335782,5337701,-,cell division protein FtsH,"Post-translational modification, protein turnover,and chaperones",Q9HV48,
PA4752,ftsJ,,5337900,5338523,-,cell division protein FtsJ,"Translation, ribosomal structure and biogenesis",P95454,
PA4753,PA4753,,5338618,5338932,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",P95453,
PA4754,PA4754,,5338973,5339380,-,hypothetical protein,No COG annotation,Q9HV47,
PA4755,greA,,5339391,5339867,-,transcription elongation factor GreA,Transcription,Q9HV46,
PA4756,carB,,5339864,5343085,-,carbamoyl phosphate synthase large subunit,Nucleotide transport and metabolism,P38100,
PA4757,PA4757,,5343105,5343755,-,leucine export protein LeuE,Amino acid transport and metabolism,P38102,
PA4758,carA,,5343767,5344903,-,carbamoyl phosphate synthase small subunit,Nucleotide transport and metabolism,P38098,
PA4759,dapB,,5345086,5345892,-,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,P38103,
PA4760,dnaJ,,5345949,5347082,-,molecular chaperone DnaJ,"Post-translational modification, protein turnover,and chaperones",Q9HV44,RpoH
PA4761,dnaK,,5347198,5349111,-,molecular chaperone DnaK,"Post-translational modification, protein turnover,and chaperones",Q9HV43,RpoH
PA4762,grpE,,5349201,5349761,-,heat shock protein GrpE,"Post-translational modification, protein turnover,and chaperones",Q9HV42,RpoH
PA4763,recN,,5349929,5351605,+,DNA repair protein RecN,"Replication, recombination and repair",Q9HV41,LexA
PA4764,fur,,5351675,5352079,-,ferric uptake regulation protein,Transcription,Q03456,
PA4765,omlA,,5352177,5352707,+,outer membrane lipoprotein OmlA,Cell wall/membrane/envelope biogenesis,O68562,
PA4766,PA4766,,5352775,5353080,-,hypothetical protein,Function unknown,O68561,
PA4767,PA4767,,5353073,5353507,-,hypothetical protein,Lipid transport and metabolism,O68560,
PA4768,smpB,,5353783,5354262,+,SsrA-binding protein,"Post-translational modification, protein turnover,and chaperones",Q9HV40,
PA4769,lldR,,5354285,5355058,-,transcriptional regulator,Transcription,Q9HV39,LldR
PA4770,lldP,,5355387,5357075,+,L-lactate permease,Energy production and conversion,Q9HV38,LldR
PA4771,lldD,,5357230,5358375,+,L-lactate dehydrogenase,Energy production and conversion,Q9HV37,LldR
PA4772,PA4772,,5358442,5361258,+,ferredoxin,Energy production and conversion,Q9HV36,LldR
PA4773,PA4773,,5361586,5362068,+,hypothetical protein,Amino acid transport and metabolism,Q9HV35,
PA4774,PA4774,,5362146,5363195,+,hypothetical protein,Amino acid transport and metabolism,Q9HV34,
PA4775,PA4775,,5363198,5364058,+,hypothetical protein,No COG annotation,Q9HV33,
PA4776,pmrA,,5364071,5364736,+,two-component regulator system response regulator PmrA,Signal transduction mechanisms,Q9HV32,
PA4777,pmrB,,5364760,5366193,+,two-component regulator system signal sensor kinase PmrB,Signal transduction mechanisms,Q9HV31,
PA4778,cueR,,5366257,5366655,+,protein CueR,Transcription,Q9HV30,
PA4779,PA4779,,5367187,5368080,-,hypothetical protein,Amino acid transport and metabolism,Q9HV29,
PA4780,PA4780,,5368170,5369063,-,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",Q9HV28,
PA4781,PA4781,,5369187,5370368,-,cyclic di-GMP phosphodiesterase,Signal transduction mechanisms,Q9HV27,
PA4782,PA4782,,5370476,5370721,-,hypothetical protein,No COG annotation,Q9HV26,
PA4783,PA4783,,5370755,5371645,-,hypothetical protein,Amino acid transport and metabolism,Q9HV25,
PA4784,PA4784,,5371800,5372267,+,transcriptional regulator,Transcription,Q9HV24,
PA4785,PA4785,,5372591,5373868,-,acetyl-CoA acetyltransferase,Lipid transport and metabolism,Q9HV23,
PA4786,PA4786,,5374123,5375478,+,3-ketoacyl-ACP reductase,Lipid transport and metabolism,Q9HV22,
PA4787,PA4787,,5375590,5376591,-,transcriptional regulator,Transcription,Q9HV21,
PA4788,PA4788,,5376852,5377709,+,hypothetical protein,Lipid transport and metabolism,Q9HV20,
PA4789,PA4789,,5377791,5378096,+,hypothetical protein,Function unknown,Q9HV19,
PA4790,PA4790,,5378093,5378842,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",Q9HV18,
PA4791,PA4791,,5378908,5379528,+,hypothetical protein,Function unknown,Q9HV17,
PA4792,PA4792,,5379513,5380448,-,hypothetical protein,Energy production and conversion,Q9HV16,
PA4793,PA4793,,5380580,5381143,+,hypothetical protein,Function unknown,Q9HV15,
PA4794,PA4794,,5381145,5381627,+,hypothetical protein,Transcription,Q9HV14,
PA4795,PA4795,,5381617,5381994,+,hypothetical protein,Function unknown,Q9HV13,
PA4796,PA4796,,5381991,5382458,+,hypothetical protein,Amino acid transport and metabolism,Q9HV12,
PA4797,PA4797,,5382796,5383812,-,transposase,"Replication, recombination and repair",Q9HI37,
PA4798,PA4798,,5383947,5384675,+,hypothetical protein,Function unknown,Q9HV11,
PA4799,PA4799,,5384698,5385276,-,hypothetical protein,Nucleotide transport and metabolism,Q9HV10,
PA4800,PA4800,,5385273,5386073,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q9HV09,
PA4801,PA4801,,5386369,5386737,-,hypothetical protein,No COG annotation,Q9HV08,
PA4802,PA4802,,5387000,5387722,+,hypothetical protein,Coenzyme transport and metabolism,Q9HV07,
PA4803,PA4803,,5387990,5388607,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q9HV06,
PA4804,PA4804,,5388702,5390099,-,amino acid permease,Amino acid transport and metabolism,Q9HV05,
PA4805,PA4805,,5390148,5391554,-,hypothetical protein,Amino acid transport and metabolism,Q9HV04,
PA4806,PA4806,,5391836,5392519,+,transcriptional regulator,Transcription,Q9HV03,
PA4807,selB,,5392523,5394448,-,selenocysteine-specific elongation factor,"Translation, ribosomal structure and biogenesis",Q9HV02,
PA4808,selA,,5394445,5395851,-,selenocysteine synthase,Amino acid transport and metabolism,Q9HV01,
PA4809,fdhE,,5395930,5396859,-,formate dehydrogenase subunit epsilon,"Post-translational modification, protein turnover,and chaperones",Q9HV00,
PA4810,fdnI,,5396992,5397618,-,nitrate-inducible formate dehydrogenase subunit gamma,Energy production and conversion,Q9HUZ9,
PA4811,fdnH,,5397690,5398619,-,nitrate-inducible formate dehydrogenase subunit beta,Energy production and conversion,Q9HUZ8,
PA4812,fdnG,,5398628,5401708,-,formate dehydrogenase-O major subunit,Energy production and conversion,Q14T72,
PA4813,lipC,,5402016,5402945,-,lipase LipC,Function unknown,Q9HUZ7,
PA4814,fadH2,,5403305,5405350,+,2%2C4-dienoyl-CoA reductase,Energy production and conversion,Q9HUZ6,
PA4815,PA4815,,5405559,5406008,+,hypothetical protein,Function unknown,Q9HUZ5,
PA4816,PA4816,,5406165,5407400,+,hypothetical protein,Function unknown,Q9HUZ4,
PA4817,PA4817,,5407376,5407870,+,hypothetical protein,Function unknown,Q9HUZ3,
PA4818,PA4818,,5407873,5409309,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q9HUZ2,
PA4819,PA4819,,5409306,5410280,-,glycosyl transferase family protein,Cell wall/membrane/envelope biogenesis,Q9HUZ1,
PA4820,PA4820,,5410277,5410639,-,hypothetical protein,Function unknown,Q9HUZ0,
PA4821,PA4821,,5410876,5412237,+,transporter,Defense mechanisms,Q9HUY9,
PA4822,PA4822,,5412569,5414236,-,hypothetical protein,Inorganic ion transport and metabolism,Q9HUY8,
PA4823,PA4823,,5414279,5414488,-,hypothetical protein,No COG annotation,Q9HUY7,
PA4824,PA4824,,5414539,5415315,-,hypothetical protein,No COG annotation,Q9HUY6,
PA4825,mgtA,,5415413,5418124,-,Mg(2+) transport ATPase,Inorganic ion transport and metabolism,Q9HUY5,
PA4826,PA4826,,5418351,5418569,-,hypothetical protein,No COG annotation,Q9HUY4,
PA4827,PA4827,,5418899,5419738,-,arylamine N-acetyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Q9HUY3,
PA4828,PA4828,,5419863,5420318,+,hypothetical protein,Function unknown,Q9HUY2,
PA4829,lpd3,,5420323,5421726,-,dihydrolipoamide dehydrogenase,Energy production and conversion,Q9HUY1,
PA4830,PA4830,,5421899,5422438,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q9HUY0,
PA4831,PA4831,,5422506,5423066,+,transcriptional regulator,Transcription,Q9HUX9,
PA4832,PA4832,,5423071,5423868,-,short-chain dehydrogenase,Function unknown,Q9HUX8,
PA4833,PA4833,,5424099,5424716,+,hypothetical protein,Function unknown,Q9HUX7,
PA4834,PA4834,,5424761,5425615,-,hypothetical protein,Amino acid transport and metabolism,Q9HUX6,
PA4835,PA4835,,5425597,5426898,-,hypothetical protein,Function unknown,Q9HUX5,
PA4836,PA4836,,5426895,5427686,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",Q9HUX4,
PA4837,PA4837,,5427716,5429842,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q9HUX3,
PA4838,PA4838,,5429984,5431138,+,hypothetical protein,Function unknown,Q9HUX2,Zur
PA4839,speA,,5431381,5433291,-,arginine decarboxylase,Amino acid transport and metabolism,Q9HUX1,
PA4840,PA4840,,5433541,5433912,-,translation initiation factor Sui1,"Translation, ribosomal structure and biogenesis",Q9HUX0,
PA4841,PA4841,,5434116,5434652,-,hypothetical protein,"Replication, recombination and repair",Q9HUW9,
PA4842,PA4842,,5434656,5435726,-,hypothetical protein,Function unknown,Q9HUW8,
PA4843,PA4843,,5436079,5437707,+,two-component response regulator,Signal transduction mechanisms,Q9HUW7,
PA4844,PA4844,,5437785,5439758,+,chemotaxis transducer,Cell motility,Q9HUW6,
PA4845,dipZ,,5439918,5441693,+,thiol:disulfide interchange protein,Energy production and conversion,Q9HUW5,
PA4846,aroQ1,,5441837,5442280,+,3-dehydroquinate dehydratase,Amino acid transport and metabolism,O30557,
PA4847,accB,,5442304,5442774,+,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,Lipid transport and metabolism,P37799,
PA4848,accC,,5442792,5444141,+,acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,P37798,
PA4849,PA4849,,5444252,5445118,+,hypothetical protein,No COG annotation,Q9HUW4,
PA4850,prmA,,5445199,5446083,+,50S ribosomal protein L11 methyltransferase,"Translation, ribosomal structure and biogenesis",Q9HUW3,
PA4851,PA4851,,5446179,5447444,+,hypothetical protein,Function unknown,Q9HUW2,
PA4852,PA4852,,5447648,5448646,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",Q9HUW1,
PA4853,fis,,5448643,5448966,+,Fis family transcriptional regulator,Transcription,Q9HUW0,
PA4854,purH,,5449046,5450653,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Nucleotide transport and metabolism,Q9HUV9,
PA4855,purD,,5450757,5452046,+,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,Q9HUV8,
PA4856,retS,,5452150,5454978,+,sensor histidine kinase MifS,Signal transduction mechanisms,Q9HUV7,
PA4857,PA4857,,5455434,5456027,+,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",Q9HUV6,
PA4858,PA4858,,5456452,5457717,+,hypothetical protein,Amino acid transport and metabolism,Q9HUV5,
PA4859,PA4859,,5457864,5459453,+,ABC transporter permease,"Intracellular trafficking, secretion, and vesicular transport",UPI00006D8B18,
PA4860,PA4860,,5459450,5460529,+,ABC transporter permease,"Intracellular trafficking, secretion, and vesicular transport",Q9HUV3,
PA4861,PA4861,,5460526,5461383,+,ABC transporter ATP-binding protein,Function unknown,Q9HUV2,
PA4862,PA4862,,5461520,5462218,+,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q9HUV1,
PA4863,PA4863,,5462302,5462754,+,hypothetical protein,Transcription,Q9HUV0,
PA4864,ureD,,5462763,5463605,+,urease accessory protein,"Post-translational modification, protein turnover,and chaperones",Q9HUU9,
PA4865,ureA,,5463607,5463909,+,urease subunit gamma,Amino acid transport and metabolism,Q9HUU8,
PA4866,PA4866,,5463918,5464436,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q9HUU7,
PA4867,ureB,,5464453,5464758,+,urease subunit beta,Amino acid transport and metabolism,Q9HUU6,
PA4868,ureC,,5464821,5466521,+,urease subunit alpha,Amino acid transport and metabolism,Q9HUU5,
PA4869,PA4869,,5466790,5468007,+,hypothetical protein,No COG annotation,Q9HUU4,
PA4870,PA4870,,5468017,5468283,-,hypothetical protein,Signal transduction mechanisms,Q9HUU3,
PA4871,PA4871,,5468409,5469023,+,hypothetical protein,No COG annotation,Q9HUU2,
PA4872,PA4872,,5469115,5469978,-,hypothetical protein,Carbohydrate transport and metabolism,Q9HUU1,
PA4873,PA4873,,5470186,5471451,+,heat-shock protein,"Post-translational modification, protein turnover,and chaperones",Q9HUU0,
PA4874,PA4874,,5471626,5472042,-,hypothetical protein,Function unknown,Q9HUT9,
PA4876,osmE,,5472824,5473168,+,OsmE family transcriptional regulator,"Translation, ribosomal structure and biogenesis",Q9HUT7,
PA4877,PA4877,,5473212,5473619,-,hypothetical protein,Function unknown,Q9HUT6,
PA4878,PA4878,,5473766,5474578,+,transcriptional regulator,Transcription,Q9HUT5,
PA4879,PA4879,,5474580,5476649,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q9HUT4,
PA4880,PA4880,,5476945,5477478,+,bacterioferritin,Inorganic ion transport and metabolism,Q9HUT3,
PA4881,PA4881,,5477754,5478095,+,hypothetical protein,No COG annotation,Q9HUT2,
PA4882,PA4882,,5478209,5478976,-,hypothetical protein,Function unknown,Q9HUT1,
PA4883,PA4883,,5478973,5479587,-,hypothetical protein,Energy production and conversion,Q9HUT0,
PA4884,PA4884,,5479641,5480264,-,hypothetical protein,No COG annotation,Q9HUS9,
PA4885,irlR,,5480402,5481091,+,two-component response regulator,Transcription,Q9HUS8,
PA4886,PA4886,,5481070,5482461,+,two-component sensor,Signal transduction mechanisms,Q9HUS7,
PA4887,PA4887,,5482452,5483768,-,major facilitator superfamily transporter,Amino acid transport and metabolism,Q9HUS6,
PA4888,desB,,5483988,5485100,-,acyl-CoA desaturase,Lipid transport and metabolism,Q9HUS5,DesT
PA4889,PA4889,,5485097,5486197,-,oxidoreductase,Energy production and conversion,Q9HUS4,DesT
PA4890,desT,,5486356,5486985,+,transcriptional regulator,Transcription,Q9HUS3,
PA4891,ureE,,5487215,5487718,+,urease accessory protein UreE,"Post-translational modification, protein turnover,and chaperones",Q9HUS2,
PA4892,ureF,,5487715,5488386,+,urease accessory protein UreF,"Post-translational modification, protein turnover,and chaperones",Q9HUS1,
PA4893,ureG,,5488397,5489011,+,urease accessory protein UreG,Transcription,Q9HUS0,
PA4894,PA4894,,5489041,5489613,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",Q9HUR9,
PA4895,PA4895,,5489630,5490652,-,transmembrane sensor,Inorganic ion transport and metabolism,Q9HUR8,
PA4896,PA4896,,5490645,5491181,-,RNA polymerase sigma factor,Transcription,Q9HUR7,
PA4897,PA4897,,5491346,5494315,+,hypothetical protein,Inorganic ion transport and metabolism,Q9HUR6,
PA4898,opdK,,5494460,5495713,-,vanillate porin OpdK,Cell wall/membrane/envelope biogenesis,Q9HUR5,
PA4899,PA4899,,5495821,5497290,-,aldehyde dehydrogenase,Energy production and conversion,Q9HUR4,
PA4900,PA4900,,5497313,5498653,-,major facilitator superfamily transporter,Carbohydrate transport and metabolism,Q9HUR3,
PA4901,mdlC,,5498740,5500326,-,benzoylformate decarboxylase,Amino acid transport and metabolism,Q9HUR2,
PA4902,PA4902,,5500427,5501323,+,transcriptional regulator,Transcription,Q9HUR1,
PA4903,PA4903,,5501338,5502672,-,major facilitator superfamily transporter,Amino acid transport and metabolism,Q9HUR0,VanR
PA4904,vanA,,5503051,5504106,+,vanillate O-demethylase oxygenase,Inorganic ion transport and metabolism,Q9HUQ9,VanR
PA4905,vanB,,5504121,5505074,+,vanillate O-demethylase,Energy production and conversion,Q9HUQ8,VanR
PA4906,PA4906,,5505071,5505784,-,transcriptional regulator,Transcription,Q9HUQ7,
PA4907,PA4907,,5505848,5506609,-,short-chain dehydrogenase,Function unknown,Q9HUQ6,
PA4908,PA4908,,5506966,5507898,-,ornithine cyclodeaminase,Amino acid transport and metabolism,Q9HUQ5,
PA4909,PA4909,,5507969,5508685,-,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q9HUQ4,
PA4910,PA4910,,5508682,5509554,-,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q9HUQ3,
PA4911,PA4911,,5509551,5510828,-,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,Q9HUQ2,
PA4912,PA4912,,5510839,5511753,-,branched-chain amino acid ABC transporter,Amino acid transport and metabolism,Q9HUQ1,
PA4913,PA4913,,5511988,5513112,-,ABC transporter,Amino acid transport and metabolism,Q9HUQ0,
PA4914,PA4914,,5513732,5514670,+,transcriptional regulator,Transcription,Q9HUP9,
PA4915,PA4915,,5514727,5516352,+,chemotaxis transducer,Cell motility,Q9HUP8,
PA4916,PA4916,,5516399,5517094,-,hypothetical protein,Nucleotide transport and metabolism,Q9HUP7,NrtR
PA4917,PA4917,,5517109,5517711,-,hypothetical protein,Coenzyme transport and metabolism,Q9HUP6,NrtR
PA4918,PA4918,,5517821,5518480,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q9HUP5,NrtR
